review_id,hotel_id,user_id,review_text,overall_rating,review_date,reviewer_type,sentiment_score,cleanliness_rating,service_rating,location_rating,value_rating,language,positive_keywords,negative_keywords,cultural_mentions,review_length_category
109,30,80,Wonderful family experience with restaurant. Kids loved the facilities. Efficient service like Mumbai,5.0,2023-12-31,Family,1.0,5.0,5.0,5.0,4.5,en,"[""wonderful""]",[],"[""Efficient service like Mumbai""]",Short
110,35,80,Great for families - restaurant was perfect. Safe and comfortable environment. Traditional South Indian welcome The filter coffee was particularly excellent.,5.0,2023-10-14,Family,1.0,5.0,5.0,4.9,5.0,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Traditional South Indian welcome""]",Medium
111,106,80,Wonderful family experience with pool. Kids loved the facilities. Great for business travelers The dhokla was particularly excellent.,4.5,2023-12-17,Family,0.75,4.1,4.2,4.3,4.6,en,"[""excellent"", ""great"", ""wonderful""]",[],"[""Great for business travelers""]",Short
112,393,81,Perfect vacation spot with amazing restaurant. Great value for money. Authentic Punjabi cuisine,4.1,2023-12-10,Leisure,0.55,4.1,4.0,4.3,4.0,en,"[""great"", ""perfect"", ""amazing""]",[],"[""Authentic Punjabi cuisine""]",Short
113,131,81,Perfect vacation spot with amazing free wifi. Great value for money. Bengali sweets available in restaurant The mishti doi was particularly excellent.,5.0,2023-05-10,Leisure,1.0,5.0,4.6,4.9,5.0,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Bengali sweets available in restaurant""]",Medium
114,349,82,Beautiful ambiance and wonderful restaurant. Great couple experience. Authentic Maharashtrian thali available,4.2,2024-01-01,Couple,0.6,4.7,3.7,4.4,4.0,en,"[""great"", ""wonderful""]",[],"[""Authentic Maharashtrian thali available""]",Short
115,229,82,Intimate setting with amazing 24 7 front desk. Highly recommend for couples. Authentic Punjabi cuisine The tandoor was particularly excellent.,4.1,2023-02-12,Couple,0.55,4.6,3.7,4.3,3.6,en,"[""excellent"", ""amazing""]",[],"[""Authentic Punjabi cuisine""]",Medium
116,68,83,Beautiful ambiance and wonderful room service. Great couple experience. Great South Indian breakfast with fresh filter coffee,4.3,2023-02-03,Couple,0.65,4.1,3.9,4.4,4.4,en,"[""great"", ""wonderful""]",[],"[""Great South Indian breakfast with fresh filter coffee""]",Short
117,137,86,Wonderful family experience with 24 7 front desk. Kids loved the facilities. Business-friendly atmosphere The vada pav was particularly excellent.,4.9,2023-05-20,Family,0.95,5.0,4.5,4.9,4.4,en,"[""excellent"", ""wonderful""]",[],"[""Business-friendly atmosphere""]",Medium
118,214,88,Perfect vacation spot with amazing gym. Great value for money. Excellent Gujarati/Marathi food options The mumbai style was particularly excellent.,5.0,2023-07-24,Leisure,1.0,5.0,4.9,5.0,4.3,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Excellent Gujarati/Marathi food options""]",Medium
119,251,89,Disappointing stay with substandard parking. Will not recommend. No Tamil/Telugu speaking staff They didn't even have proper sambar.,3.1,2023-06-27,Leisure,0.05,3.5,2.8,2.9,3.1,en,[],"[""disappointing"", ""substandard""]","[""No Tamil/Telugu speaking staff""]",Short
120,322,90,Romantic getaway with excellent spa. Perfect for couples. Rajasthani hospitality at its best,5.0,2023-09-08,Couple,1.0,4.9,5.0,5.0,4.3,en,"[""excellent"", ""perfect""]",[],"[""Rajasthani hospitality at its best""]",Short
121,145,91,Not suitable for couples - parking was inadequate. No privacy. Cultural context missing,3.0,2023-05-01,Couple,0.0,2.8,3.0,3.1,3.2,en,[],"[""inadequate""]","[""Cultural context missing""]",Short
122,393,91,Relaxing stay with beautiful free wifi. Peaceful atmosphere. Staff spoke fluent Hindi,4.1,2023-09-14,Leisure,0.55,3.8,4.3,4.1,4.2,en,[],[],"[""Staff spoke fluent Hindi""]",Short
123,81,92,Intimate setting with amazing restaurant. Highly recommend for couples. Traditional North Indian welcome with garland,5.0,2023-04-03,Couple,1.0,5.0,5.0,5.0,4.7,en,"[""amazing""]",[],"[""Traditional North Indian welcome with garland""]",Short
124,247,93,Intimate setting with amazing 24 7 front desk. Highly recommend for couples. Comfortable for vegetarian families The dosa was particularly excellent.,5.0,2023-07-27,Couple,1.0,4.7,5.0,5.0,5.0,en,"[""excellent"", ""amazing""]",[],"[""Comfortable for vegetarian families""]",Medium
125,123,94,Perfect vacation spot with amazing restaurant. Great value for money. Business-friendly atmosphere,5.0,2023-08-19,Leisure,1.0,4.6,5.0,5.0,4.7,en,"[""great"", ""perfect"", ""amazing""]",[],"[""Business-friendly atmosphere""]",Short
126,140,94,Romantic getaway with excellent restaurant. Perfect for couples. Rajasthani hospitality at its best,5.0,2023-12-31,Couple,1.0,4.7,4.9,5.0,5.0,en,"[""excellent"", ""perfect""]",[],"[""Rajasthani hospitality at its best""]",Short
127,280,94,Intimate setting with amazing parking. Highly recommend for couples. Efficient service like Mumbai,5.0,2023-03-18,Couple,1.0,4.7,5.0,5.0,4.3,en,"[""amazing""]",[],"[""Efficient service like Mumbai""]",Short
128,15,95,Family-friendly staff and excellent air conditioning. Will return with family. Traditional North Indian welcome with garland The tandoor was particularly excellent.,5.0,2023-11-11,Family,1.0,4.9,5.0,5.0,4.4,en,"[""excellent""]",[],"[""Traditional North Indian welcome with garland""]",Medium
129,365,95,Great for families - restaurant was perfect. Safe and comfortable environment. Staff spoke fluent Hindi The naan was particularly excellent.,5.0,2023-06-16,Family,1.0,5.0,5.0,4.9,4.7,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Staff spoke fluent Hindi""]",Medium
130,228,97,Relaxing stay with beautiful spa. Peaceful atmosphere. Efficient service like Mumbai,5.0,2023-08-01,Leisure,1.0,5.0,5.0,5.0,5.0,en,[],[],"[""Efficient service like Mumbai""]",Short
131,384,98,Relaxing stay with beautiful free wifi. Peaceful atmosphere. Rajasthani hospitality at its best,4.1,2023-10-05,Leisure,0.55,3.7,4.1,4.4,3.9,en,[],[],"[""Rajasthani hospitality at its best""]",Short
132,138,99,Intimate setting with amazing gym. Highly recommend for couples. Authentic Chettinad cuisine experience,4.8,2023-11-20,Couple,0.9,4.9,4.7,4.9,4.6,en,"[""amazing""]",[],"[""Authentic Chettinad cuisine experience""]",Short
133,76,100,Wonderful family experience with pool. Kids loved the facilities. Traditional North Indian welcome with garland The naan was particularly excellent.,5.0,2023-03-21,Family,1.0,5.0,5.0,5.0,4.4,en,"[""excellent"", ""wonderful""]",[],"[""Traditional North Indian welcome with garland""]",Medium
134,382,101,Children were disappointed with spa. Not family-oriented service. Language communication issues with staff They didn't even have proper butter chicken.,3.4,2023-08-26,Family,0.2,2.9,3.0,3.5,3.3,en,[],[],"[""Language communication issues with staff""]",Medium
135,34,102,Perfect vacation spot with amazing pool. Great value for money. Traditional South Indian welcome The idli was particularly excellent.,4.8,2023-04-13,Leisure,0.9,5.0,5.0,4.9,4.7,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Traditional South Indian welcome""]",Short
136,183,104,Romantic getaway with excellent air conditioning. Perfect for couples. Authentic Maharashtrian thali available,4.2,2023-06-23,Couple,0.6,3.9,3.8,4.3,4.0,en,"[""excellent"", ""perfect""]",[],"[""Authentic Maharashtrian thali available""]",Short
137,313,105,Wonderful family experience with gym. Kids loved the facilities. Excellent Gujarati/Marathi food options,5.0,2023-01-14,Family,1.0,5.0,5.0,5.0,4.8,en,"[""excellent"", ""wonderful""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
138,331,106,Intimate setting with amazing gym. Highly recommend for couples. Excellent Gujarati/Marathi food options The vada pav was particularly excellent.,5.0,2023-12-22,Couple,1.0,4.5,4.6,4.8,4.5,en,"[""excellent"", ""amazing""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
139,236,106,Romantic getaway with excellent gym. Perfect for couples. Authentic Maharashtrian thali available The gujarati was particularly excellent.,5.0,2023-03-17,Couple,1.0,4.9,4.5,4.7,5.0,en,"[""excellent"", ""perfect""]",[],"[""Authentic Maharashtrian thali available""]",Short
140,236,106,Intimate setting with amazing pool. Highly recommend for couples. Great for business travelers,5.0,2023-06-26,Couple,1.0,4.6,5.0,5.0,4.5,en,"[""great"", ""amazing""]",[],"[""Great for business travelers""]",Short
141,238,107,Perfect vacation spot with amazing air conditioning. Great value for money. Rajasthani hospitality at its best The punjabi was particularly excellent.,5.0,2023-09-06,Leisure,1.0,4.7,5.0,5.0,4.9,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Rajasthani hospitality at its best""]",Medium
142,393,107,Disappointing stay with substandard free wifi. Will not recommend. No regional cuisine options available They didn't even have proper chole bhature.,3.3,2023-04-26,Leisure,0.15,3.6,3.1,3.5,3.4,en,[],"[""disappointing"", ""substandard""]","[""No regional cuisine options available""]",Medium
143,41,107,Enjoyable stay with wonderful gym. Exceeded expectations. Cultural sensitivity appreciated The mishti doi was particularly excellent.,5.0,2023-05-23,Leisure,1.0,4.9,5.0,4.9,5.0,en,"[""excellent"", ""wonderful""]",[],"[""Cultural sensitivity appreciated""]",Short
144,212,108,Excellent business facilities and free wifi. Professional service throughout. Business-friendly atmosphere The vada pav was particularly excellent.,5.0,2023-04-27,Business,1.0,5.0,5.0,5.0,4.3,en,"[""excellent""]",[],"[""Business-friendly atmosphere""]",Short
145,253,108,Perfect for business travel with great 24 7 front desk. Location is convenient. Authentic Maharashtrian thali available The vada pav was particularly excellent.,5.0,2023-10-01,Business,1.0,4.8,5.0,4.7,4.7,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Authentic Maharashtrian thali available""]",Medium
146,140,109,Family-friendly staff and excellent pool. Will return with family. Authentic Punjabi cuisine The chole bhature was particularly excellent.,5.0,2023-03-09,Family,1.0,4.5,5.0,5.0,4.6,en,"[""excellent""]",[],"[""Authentic Punjabi cuisine""]",Short
147,71,109,Wonderful family experience with air conditioning. Kids loved the facilities. Excellent Gujarati/Marathi food options,4.7,2023-04-27,Family,0.85,4.2,4.6,4.6,4.4,en,"[""excellent"", ""wonderful""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
148,241,109,Family-friendly staff and excellent 24 7 front desk. Will return with family. Authentic Maharashtrian thali available The marathi was particularly excellent.,5.0,2023-09-02,Family,1.0,5.0,4.9,5.0,4.5,en,"[""excellent""]",[],"[""Authentic Maharashtrian thali available""]",Medium
149,30,110,Romantic getaway with excellent 24 7 front desk. Perfect for couples. Authentic Maharashtrian thali available The marathi was particularly excellent.,5.0,2023-10-05,Couple,1.0,5.0,5.0,4.9,4.7,en,"[""excellent"", ""perfect""]",[],"[""Authentic Maharashtrian thali available""]",Medium
150,93,110,Poor experience for couples - spa was disappointing. Not romantic at all. Language communication issues with staff They didn't even have proper rajasthani.,2.3,2023-11-26,Couple,-0.35,2.4,2.7,2.3,2.1,en,[],"[""poor"", ""disappointing""]","[""Language communication issues with staff""]",Medium
151,71,110,Enjoyable stay with wonderful pool. Exceeded expectations. Authentic Maharashtrian thali available The vada pav was particularly excellent.,4.3,2023-11-20,Leisure,0.65,4.2,4.4,4.1,4.1,en,"[""excellent"", ""wonderful""]",[],"[""Authentic Maharashtrian thali available""]",Short
152,115,111,Excellent business facilities and spa. Professional service throughout. Great for business travelers The marathi was particularly excellent.,5.0,2023-09-18,Business,1.0,4.7,4.5,4.8,4.7,en,"[""excellent"", ""great""]",[],"[""Great for business travelers""]",Short
153,178,112,Perfect vacation spot with amazing spa. Great value for money. Authentic Maharashtrian thali available The dhokla was particularly excellent.,5.0,2023-11-01,Leisure,1.0,4.9,4.8,4.7,5.0,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Authentic Maharashtrian thali available""]",Short
154,178,112,Enjoyable stay with wonderful restaurant. Exceeded expectations. Excellent Gujarati/Marathi food options,5.0,2023-12-27,Leisure,1.0,5.0,4.9,5.0,5.0,en,"[""excellent"", ""wonderful""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
155,121,112,Beautiful ambiance and wonderful spa. Great couple experience. Efficient service like Mumbai,5.0,2023-05-31,Couple,1.0,5.0,4.6,4.9,4.9,en,"[""great"", ""wonderful""]",[],"[""Efficient service like Mumbai""]",Short
156,122,113,Relaxing stay with beautiful parking. Peaceful atmosphere. Traditional South Indian welcome The hyderabadi was particularly excellent.,5.0,2023-10-14,Leisure,1.0,5.0,5.0,5.0,4.5,en,"[""excellent""]",[],"[""Traditional South Indian welcome""]",Short
157,48,113,Beautiful ambiance and wonderful parking. Great couple experience. Beautiful temple architecture influence The filter coffee was particularly excellent.,5.0,2023-06-16,Couple,1.0,4.6,5.0,5.0,5.0,en,"[""excellent"", ""great"", ""wonderful""]",[],"[""Beautiful temple architecture influence""]",Short
158,127,114,Perfect vacation spot with amazing restaurant. Great value for money. Comfortable for vegetarian families The chettinad was particularly excellent.,5.0,2023-10-21,Leisure,1.0,4.8,4.8,5.0,5.0,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Comfortable for vegetarian families""]",Short
159,142,114,Couple getaway ruined by faulty air conditioning and poor service. No proper North Indian food options,3.3,2023-08-13,Couple,0.15,2.9,3.6,3.2,3.4,en,[],"[""poor""]","[""No proper North Indian food options""]",Short
160,326,114,Terrible vacation experience - free wifi was awful. No relaxation possible. No Gujarati/Marathi food options,3.2,2023-03-13,Leisure,0.1,2.9,3.4,3.1,2.8,en,[],"[""terrible"", ""awful""]","[""No Gujarati/Marathi food options""]",Short
161,91,116,Romantic getaway with excellent room service. Perfect for couples. Comfortable for vegetarian families The filter coffee was particularly excellent.,5.0,2023-01-17,Couple,1.0,5.0,5.0,5.0,4.9,en,"[""excellent"", ""perfect""]",[],"[""Comfortable for vegetarian families""]",Short
162,108,116,Perfect vacation spot with amazing free wifi. Great value for money. Great South Indian breakfast with fresh filter coffee The chettinad was particularly excellent.,5.0,2023-10-03,Leisure,1.0,5.0,5.0,5.0,4.5,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Great South Indian breakfast with fresh filter coffee""]",Medium
163,357,117,Children were disappointed with room service. Not family-oriented service. Business facilities inadequate for Mumbai standards They didn't even have proper gujarati.,1.0,2023-08-27,Family,-1.0,1.0,1.4,1.0,1.2,en,[],"[""inadequate""]","[""Business facilities inadequate for Mumbai standards""]",Medium
164,288,119,Overpriced for quality - free wifi not worth it. Poor maintenance. Lacked South Indian cultural elements They didn't even have proper sambar.,3.4,2023-04-17,Leisure,0.2,3.8,3.5,3.6,2.8,en,[],"[""poor""]","[""Lacked South Indian cultural elements""]",Medium
165,393,119,Relaxing stay with beautiful parking. Peaceful atmosphere. Excellent vegetarian thali available,3.6,2023-03-31,Leisure,0.3,3.9,4.0,3.4,3.7,en,"[""excellent""]",[],"[""Excellent vegetarian thali available""]",Short
166,360,120,Terrible vacation experience - parking was awful. No relaxation possible. No Tamil/Telugu speaking staff They didn't even have proper hyderabadi.,3.4,2023-02-21,Leisure,0.2,3.8,3.6,3.2,3.5,en,[],"[""terrible"", ""awful""]","[""No Tamil/Telugu speaking staff""]",Medium
167,381,120,Perfect vacation spot with amazing free wifi. Great value for money. Excellent tea selection from Assam and Darjeeling The rosogolla was particularly excellent.,3.5,2023-02-03,Leisure,0.25,3.0,3.1,3.5,3.1,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Excellent tea selection from Assam and Darjeeling""]",Medium
168,288,121,Terrible vacation experience - free wifi was awful. No relaxation possible. Lacked South Indian cultural elements They didn't even have proper hyderabadi.,3.0,2023-03-21,Leisure,0.0,3.3,3.2,3.2,2.9,en,[],"[""terrible"", ""awful""]","[""Lacked South Indian cultural elements""]",Medium
169,104,121,Perfect vacation spot with amazing restaurant. Great value for money. Rajasthani hospitality at its best,3.8,2023-02-01,Leisure,0.4,3.5,3.9,4.0,3.6,en,"[""great"", ""perfect"", ""amazing""]",[],"[""Rajasthani hospitality at its best""]",Short
170,294,122,Perfect vacation spot with amazing restaurant. Great value for money. Traditional North Indian welcome with garland The tandoor was particularly excellent.,4.1,2023-08-01,Leisure,0.55,3.9,4.2,4.0,3.9,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Traditional North Indian welcome with garland""]",Medium
171,117,122,Relaxing stay with beautiful 24 7 front desk. Peaceful atmosphere. Excellent vegetarian thali available,3.8,2023-07-26,Leisure,0.4,4.1,3.8,3.6,3.6,en,"[""excellent""]",[],"[""Excellent vegetarian thali available""]",Short
172,222,122,Overpriced for quality - restaurant not worth it. Poor maintenance. No Gujarati/Marathi food options They didn't even have proper mumbai style.,3.3,2023-11-15,Leisure,0.15,3.6,2.8,3.2,2.8,en,[],"[""poor""]","[""No Gujarati/Marathi food options""]",Medium
173,104,123,Enjoyable stay with wonderful restaurant. Exceeded expectations. Authentic Punjabi cuisine The butter chicken was particularly excellent.,3.5,2023-10-02,Leisure,0.25,3.1,3.9,3.3,3.7,en,"[""excellent"", ""wonderful""]",[],"[""Authentic Punjabi cuisine""]",Short
174,180,125,Perfect vacation spot with amazing spa. Great value for money. Traditional South Indian welcome The idli was particularly excellent.,4.9,2023-09-22,Leisure,0.95,4.7,5.0,4.9,4.3,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Traditional South Indian welcome""]",Short
175,255,125,Enjoyable stay with wonderful gym. Exceeded expectations. Business-friendly atmosphere,5.0,2023-01-18,Leisure,1.0,4.9,5.0,4.8,5.0,en,"[""wonderful""]",[],"[""Business-friendly atmosphere""]",Short
176,236,126,Great for families - room service was perfect. Safe and comfortable environment. Authentic Maharashtrian thali available The marathi was particularly excellent.,5.0,2023-01-08,Family,1.0,4.8,4.7,5.0,4.7,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Authentic Maharashtrian thali available""]",Medium
177,322,127,Enjoyable stay with wonderful 24 7 front desk. Exceeded expectations. Authentic Punjabi cuisine,5.0,2023-09-07,Leisure,1.0,5.0,4.8,4.7,5.0,en,"[""wonderful""]",[],"[""Authentic Punjabi cuisine""]",Short
178,304,127,Enjoyable stay with wonderful free wifi. Exceeded expectations. Traditional Durga Puja decorations The assamese was particularly excellent.,5.0,2023-08-07,Leisure,1.0,4.8,4.6,5.0,4.5,en,"[""excellent"", ""wonderful""]",[],"[""Traditional Durga Puja decorations""]",Short
179,7,127,Intimate setting with amazing free wifi. Highly recommend for couples. Traditional North Indian welcome with garland The naan was particularly excellent.,5.0,2023-06-01,Couple,1.0,5.0,4.8,4.7,4.9,en,"[""excellent"", ""amazing""]",[],"[""Traditional North Indian welcome with garland""]",Medium
180,334,128,Romantic getaway with excellent air conditioning. Perfect for couples. Comfortable for vegetarian families The dosa was particularly excellent.,5.0,2023-02-12,Couple,1.0,5.0,5.0,5.0,4.7,en,"[""excellent"", ""perfect""]",[],"[""Comfortable for vegetarian families""]",Short
181,36,128,Intimate setting with amazing free wifi. Highly recommend for couples. Comfortable for vegetarian families The sambar was particularly excellent.,5.0,2023-04-04,Couple,1.0,5.0,4.9,4.9,5.0,en,"[""excellent"", ""amazing""]",[],"[""Comfortable for vegetarian families""]",Short
182,259,128,Intimate setting with amazing free wifi. Highly recommend for couples. Authentic Punjabi cuisine,5.0,2023-04-10,Couple,1.0,4.9,4.7,5.0,5.0,en,"[""amazing""]",[],"[""Authentic Punjabi cuisine""]",Short
183,18,129,Romantic getaway with excellent parking. Perfect for couples. Business-friendly atmosphere,5.0,2023-10-04,Couple,1.0,5.0,4.7,5.0,5.0,en,"[""excellent"", ""perfect""]",[],"[""Business-friendly atmosphere""]",Short
184,56,130,Productive stay with reliable parking. Staff understood business needs. Great South Indian breakfast with fresh filter coffee,4.2,2023-11-09,Business,0.6,4.5,4.4,3.9,3.8,en,"[""great""]",[],"[""Great South Indian breakfast with fresh filter coffee""]",Short
185,209,130,Disappointing for business travel - air conditioning was inadequate. Location inconvenient. Language communication issues with staff,3.2,2023-05-23,Business,0.1,3.0,3.5,3.3,3.1,en,[],"[""disappointing"", ""inadequate""]","[""Language communication issues with staff""]",Short
186,111,130,Perfect for business travel with great pool. Location is convenient. Authentic Maharashtrian thali available The gujarati was particularly excellent.,4.0,2023-06-03,Business,0.5,3.8,4.5,4.0,4.1,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Authentic Maharashtrian thali available""]",Short
187,304,131,Family-friendly staff and excellent room service. Will return with family. Cultural sensitivity appreciated The assamese was particularly excellent.,5.0,2023-05-05,Family,1.0,4.5,4.9,5.0,5.0,en,"[""excellent""]",[],"[""Cultural sensitivity appreciated""]",Short
188,302,131,Family-friendly staff and excellent free wifi. Will return with family. Comfortable for vegetarian families,3.6,2023-11-27,Family,0.3,3.9,3.1,3.9,3.2,en,"[""excellent""]",[],"[""Comfortable for vegetarian families""]",Short
189,375,132,Productive stay with reliable gym. Staff understood business needs. Excellent Gujarati/Marathi food options,3.5,2023-06-17,Business,0.25,3.8,3.0,3.6,3.4,en,"[""excellent""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
190,393,133,Relaxing stay with beautiful parking. Peaceful atmosphere. Rajasthani hospitality at its best The chole bhature was particularly excellent.,3.6,2023-12-07,Leisure,0.3,4.0,3.5,3.6,3.6,en,"[""excellent""]",[],"[""Rajasthani hospitality at its best""]",Short
191,157,134,Children were disappointed with air conditioning. Not family-oriented service. Limited South Indian options in breakfast They didn't even have proper hyderabadi.,1.2,2023-07-02,Family,-0.9,1.3,1.0,1.0,1.2,en,[],[],"[""Limited South Indian options in breakfast""]",Medium
192,203,134,Family vacation ruined by poor parking and unhelpful staff. Service not up to Western India expectations They didn't even have proper dhokla.,2.4,2024-01-01,Family,-0.3,2.8,2.6,2.3,1.7,en,[],"[""poor""]","[""Service not up to Western India expectations""]",Medium
193,133,134,Children were disappointed with air conditioning. Not family-oriented service. Limited South Indian options in breakfast They didn't even have proper filter coffee.,1.8,2023-04-24,Family,-0.6,1.9,1.9,1.9,1.5,en,[],[],"[""Limited South Indian options in breakfast""]",Medium
194,194,135,Perfect vacation spot with amazing free wifi. Great value for money. Great South Indian breakfast with fresh filter coffee The hyderabadi was particularly excellent.,3.6,2023-11-18,Leisure,0.3,3.5,3.4,3.8,3.8,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Great South Indian breakfast with fresh filter coffee""]",Medium
195,287,136,Great for families - 24 7 front desk was perfect. Safe and comfortable environment. Excellent Gujarati/Marathi food options,4.3,2023-08-22,Family,0.65,4.8,4.5,4.3,3.9,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
196,107,136,Family-friendly staff and excellent restaurant. Will return with family. Excellent Gujarati/Marathi food options,5.0,2023-06-28,Family,1.0,5.0,4.9,5.0,4.5,en,"[""excellent""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
197,84,137,Perfect vacation spot with amazing free wifi. Great value for money. Staff spoke fluent Hindi The naan was particularly excellent.,3.8,2023-02-16,Leisure,0.4,4.1,3.4,3.6,3.5,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Staff spoke fluent Hindi""]",Medium
198,48,137,Perfect vacation spot with amazing air conditioning. Great value for money. Authentic Chettinad cuisine experience The dosa was particularly excellent.,4.8,2023-11-15,Leisure,0.9,4.8,4.6,4.8,4.7,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Authentic Chettinad cuisine experience""]",Medium
199,138,137,Enjoyable stay with wonderful restaurant. Exceeded expectations. Comfortable for vegetarian families The idli was particularly excellent.,5.0,2023-07-05,Leisure,1.0,4.8,5.0,4.7,5.0,en,"[""excellent"", ""wonderful""]",[],"[""Comfortable for vegetarian families""]",Short
200,287,137,Relaxing stay with beautiful free wifi. Peaceful atmosphere. Great for business travelers,4.9,2023-11-25,Leisure,0.95,4.4,4.6,5.0,5.0,en,"[""great""]",[],"[""Great for business travelers""]",Short
201,198,138,Productive stay with reliable gym. Staff understood business needs. Authentic Maharashtrian thali available The vada pav was particularly excellent.,4.7,2023-12-23,Business,0.85,4.4,5.0,4.5,4.4,en,"[""excellent""]",[],"[""Authentic Maharashtrian thali available""]",Short
202,57,138,Excellent business facilities and room service. Professional service throughout. Authentic Maharashtrian thali available,4.9,2023-01-21,Business,0.95,4.7,5.0,5.0,5.0,en,"[""excellent""]",[],"[""Authentic Maharashtrian thali available""]",Short
203,28,139,Intimate setting with amazing spa. Highly recommend for couples. Excellent tea selection from Assam and Darjeeling The assamese was particularly excellent.,5.0,2023-09-05,Couple,1.0,5.0,4.6,5.0,4.9,en,"[""excellent"", ""amazing""]",[],"[""Excellent tea selection from Assam and Darjeeling""]",Medium
204,100,140,Romantic getaway with excellent pool. Perfect for couples. Bengali sweets available in restaurant The machher jhol was particularly excellent.,5.0,2023-07-18,Couple,1.0,4.9,5.0,4.8,4.3,en,"[""excellent"", ""perfect""]",[],"[""Bengali sweets available in restaurant""]",Short
205,310,140,Beautiful ambiance and wonderful parking. Great couple experience. Efficient service like Mumbai The vada pav was particularly excellent.,5.0,2023-12-21,Couple,1.0,4.8,5.0,5.0,5.0,en,"[""excellent"", ""great"", ""wonderful""]",[],"[""Efficient service like Mumbai""]",Short
206,213,141,Beautiful ambiance and wonderful free wifi. Great couple experience. Great South Indian breakfast with fresh filter coffee,5.0,2023-04-27,Couple,1.0,5.0,4.7,5.0,4.3,en,"[""great"", ""wonderful""]",[],"[""Great South Indian breakfast with fresh filter coffee""]",Short
207,370,141,Intimate setting with amazing parking. Highly recommend for couples. Great South Indian breakfast with fresh filter coffee,5.0,2023-10-30,Couple,1.0,5.0,5.0,4.7,5.0,en,"[""great"", ""amazing""]",[],"[""Great South Indian breakfast with fresh filter coffee""]",Short
208,369,141,Romantic getaway with excellent pool. Perfect for couples. Great South Indian breakfast with fresh filter coffee,5.0,2023-05-10,Couple,1.0,5.0,4.9,5.0,4.8,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Great South Indian breakfast with fresh filter coffee""]",Short
209,382,143,Beautiful ambiance and wonderful parking. Great couple experience. Traditional North Indian welcome with garland The punjabi was particularly excellent.,5.0,2023-03-12,Couple,1.0,5.0,4.8,5.0,5.0,en,"[""excellent"", ""great"", ""wonderful""]",[],"[""Traditional North Indian welcome with garland""]",Short
210,286,143,Intimate setting with amazing air conditioning. Highly recommend for couples. Authentic Chettinad cuisine experience The dosa was particularly excellent.,5.0,2023-04-05,Couple,1.0,5.0,5.0,5.0,5.0,en,"[""excellent"", ""amazing""]",[],"[""Authentic Chettinad cuisine experience""]",Short
211,88,144,Intimate setting with amazing room service. Highly recommend for couples. Great South Indian breakfast with fresh filter coffee,4.7,2023-06-23,Couple,0.85,4.8,4.4,4.9,4.5,en,"[""great"", ""amazing""]",[],"[""Great South Indian breakfast with fresh filter coffee""]",Short
212,331,145,Wonderful family experience with gym. Kids loved the facilities. Efficient service like Mumbai The pav bhaji was particularly excellent.,5.0,2023-03-03,Family,1.0,5.0,5.0,5.0,4.4,en,"[""excellent"", ""wonderful""]",[],"[""Efficient service like Mumbai""]",Short
213,193,148,Overpriced for quality - air conditioning not worth it. Poor maintenance. No proper North Indian food options They didn't even have proper rajasthani.,3.3,2023-11-25,Leisure,0.15,3.0,3.1,3.1,3.5,en,[],"[""poor""]","[""No proper North Indian food options""]",Medium
214,339,149,Relaxing stay with beautiful restaurant. Peaceful atmosphere. Comfortable for vegetarian families The dosa was particularly excellent.,5.0,2023-10-03,Leisure,1.0,4.8,5.0,4.9,4.5,en,"[""excellent""]",[],"[""Comfortable for vegetarian families""]",Short
215,102,150,Couple getaway ruined by faulty restaurant and poor service. No proper North Indian food options They didn't even have proper naan.,2.8,2023-05-29,Couple,-0.1,2.9,3.0,2.9,2.8,en,[],"[""poor""]","[""No proper North Indian food options""]",Medium
