user_id,age_group,gender,home_city,income_bracket_inr,family_type,budget_min_inr,budget_max_inr,vegetarian_preference,home_state,travel_frequency,business_travel_frequency,preferred_amenities,location_preference,booking_advance_days
170,25-35,Female,Mumbai,15L+,Couple,4592,13304,True,Maharashtra,Regular,0.15,"[""spa_available"", ""restaurant"", ""room_service""]",Transport_hub,30
171,25-35,Female,Chennai,4-8L,Family_with_kids,1802,5045,True,Tamil Nadu,Occasional,0.79,"[""pool_available"", ""family_rooms"", ""parking_available""]",Quiet_area,14
172,25-35,Male,Mumbai,8-15L,Couple,3576,9265,False,Maharashtra,Occasional,0.94,"[""spa_available"", ""restaurant"", ""room_service""]",City_center,21
173,35-45,Male,Delhi,8-15L,Couple,4340,9738,True,Delhi,Occasional,0.22,"[""spa_available"", ""restaurant"", ""room_service""]",City_center,14
174,35-45,Male,Mumbai,4-8L,Family_with_kids,2926,5236,False,Maharashtra,Frequent,0.22,"[""pool_available"", ""family_rooms"", ""parking_available""]",City_center,7
175,25-35,Female,Delhi,8-15L,Couple,4862,5117,False,Delhi,Occasional,0.02,"[""spa_available"", ""restaurant"", ""room_service""]",Transport_hub,17
176,25-35,Female,Chennai,8-15L,Solo,3010,9088,False,Tamil Nadu,Occasional,0.41,"[""wifi_available"", ""business_center"", ""gym_available""]",Transport_hub,27
177,25-35,Female,Bangalore,4-8L,Solo,2610,4744,True,Karnataka,Regular,0.93,"[""wifi_available"", ""business_center"", ""gym_available""]",Transport_hub,14
178,25-35,Male,Bangalore,4-8L,Solo,2264,3724,False,Karnataka,Occasional,0.38,"[""wifi_available"", ""business_center"", ""gym_available""]",Quiet_area,23
179,35-45,Male,Kolkata,8-15L,Couple,4291,7320,True,West Bengal,Regular,0.81,"[""spa_available"", ""restaurant"", ""room_service""]",City_center,3
180,25-35,Female,Delhi,15L+,Solo,6660,8269,True,Delhi,Occasional,0.5,"[""wifi_available"", ""business_center"", ""gym_available""]",Quiet_area,30
181,25-35,Female,Mumbai,4-8L,Couple,2615,3408,True,Maharashtra,Occasional,0.67,"[""spa_available"", ""restaurant"", ""room_service""]",Transport_hub,7
182,45-55,Female,Chennai,4-8L,Solo,1956,4862,True,Tamil Nadu,Occasional,0.2,"[""wifi_available"", ""business_center"", ""gym_available""]",Transport_hub,4
183,35-45,Female,Delhi,8-15L,Couple,3936,8800,False,Delhi,Regular,0.01,"[""spa_available"", ""restaurant"", ""room_service""]",Transport_hub,26
184,25-35,Female,Delhi,15L+,Family_with_kids,4917,16315,False,Delhi,Occasional,0.88,"[""pool_available"", ""family_rooms"", ""parking_available""]",Transport_hub,10
185,45-55,Male,Delhi,15L+,Family_with_kids,7434,14794,True,Delhi,Occasional,0.9,"[""pool_available"", ""family_rooms"", ""parking_available""]",Transport_hub,2
186,25-35,Male,Delhi,8-15L,Couple,2563,5215,False,Delhi,Occasional,0.84,"[""spa_available"", ""restaurant"", ""room_service""]",Quiet_area,27
187,25-35,Female,Chennai,15L+,Couple,7036,17829,False,Tamil Nadu,Occasional,0.17,"[""spa_available"", ""restaurant"", ""room_service""]",Quiet_area,14
188,25-35,Female,Mumbai,15L+,Solo,4990,17105,True,Maharashtra,Regular,0.62,"[""wifi_available"", ""business_center"", ""gym_available""]",Transport_hub,27
189,25-35,Female,Bangalore,8-15L,Family_with_kids,2711,9733,True,Karnataka,Occasional,0.94,"[""pool_available"", ""family_rooms"", ""parking_available""]",Transport_hub,24
190,25-35,Female,Mumbai,15L+,Family_with_kids,4711,14604,True,Maharashtra,Regular,0.44,"[""pool_available"", ""family_rooms"", ""parking_available""]",City_center,23
191,35-45,Male,Bangalore,4-8L,Family_with_kids,1758,5065,False,Karnataka,Occasional,0.84,"[""pool_available"", ""family_rooms"", ""parking_available""]",Quiet_area,30
192,25-35,Male,Bangalore,4-8L,Solo,2032,5264,False,Karnataka,Regular,0.2,"[""wifi_available"", ""business_center"", ""gym_available""]",City_center,1
193,25-35,Male,Bangalore,4-8L,Couple,2395,3047,True,Karnataka,Occasional,0.62,"[""spa_available"", ""restaurant"", ""room_service""]",Quiet_area,30
194,25-35,Female,Chennai,4-8L,Couple,1661,5342,True,Tamil Nadu,Occasional,0.74,"[""spa_available"", ""restaurant"", ""room_service""]",City_center,15
195,35-45,Male,Kolkata,8-15L,Solo,3966,6528,True,West Bengal,Occasional,0.3,"[""wifi_available"", ""business_center"", ""gym_available""]",Quiet_area,27
196,25-35,Female,Bangalore,4-8L,Couple,2002,5974,False,Karnataka,Regular,0.66,"[""spa_available"", ""restaurant"", ""room_service""]",Transport_hub,3
197,25-35,Male,Chennai,4-8L,Solo,1794,5569,True,Tamil Nadu,Regular,0.11,"[""wifi_available"", ""business_center"", ""gym_available""]",Quiet_area,4
198,35-45,Female,Bangalore,8-15L,Solo,2938,6161,False,Karnataka,Frequent,0.89,"[""wifi_available"", ""business_center"", ""gym_available""]",City_center,3
199,35-45,Male,Bangalore,4-8L,Couple,2512,4480,False,Karnataka,Occasional,0.1,"[""spa_available"", ""restaurant"", ""room_service""]",City_center,14
200,25-35,Male,Kolkata,4-8L,Family_with_kids,1650,4992,True,West Bengal,Occasional,0.69,"[""pool_available"", ""family_rooms"", ""parking_available""]",Transport_hub,29
201,25-35,Female,Bangalore,15L+,Couple,5284,18380,True,Karnataka,Frequent,0.18,"[""spa_available"", ""restaurant"", ""room_service""]",City_center,29
202,35-45,Male,Bangalore,8-15L,Solo,3231,9647,True,Karnataka,Occasional,0.98,"[""wifi_available"", ""business_center"", ""gym_available""]",Transport_hub,16
203,25-35,Male,Kolkata,15L+,Solo,6514,17830,True,West Bengal,Regular,0.52,"[""wifi_available"", ""business_center"", ""gym_available""]",Transport_hub,30
204,45-55,Male,Mumbai,8-15L,Family_with_kids,2998,6579,True,Maharashtra,Occasional,0.52,"[""pool_available"", ""family_rooms"", ""parking_available""]",City_center,7
205,35-45,Male,Delhi,15L+,Family_with_kids,7550,13978,True,Delhi,Frequent,0.03,"[""pool_available"", ""family_rooms"", ""parking_available""]",City_center,8
206,35-45,Female,Kolkata,8-15L,Solo,2841,6036,False,West Bengal,Frequent,0.48,"[""wifi_available"", ""business_center"", ""gym_available""]",City_center,12
207,25-35,Female,Bangalore,4-8L,Solo,2950,5258,False,Karnataka,Occasional,0.75,"[""wifi_available"", ""business_center"", ""gym_available""]",Transport_hub,14
208,35-45,Male,Delhi,8-15L,Solo,4599,8276,False,Delhi,Occasional,0.17,"[""wifi_available"", ""business_center"", ""gym_available""]",Quiet_area,28
209,35-45,Female,Chennai,4-8L,Couple,2969,4151,True,Tamil Nadu,Frequent,0.58,"[""spa_available"", ""restaurant"", ""room_service""]",Quiet_area,10
210,35-45,Female,Mumbai,4-8L,Family_with_kids,1839,3843,False,Maharashtra,Occasional,0.88,"[""pool_available"", ""family_rooms"", ""parking_available""]",Transport_hub,20
211,45-55,Female,Bangalore,15L+,Family_with_kids,7060,12451,True,Karnataka,Frequent,0.61,"[""pool_available"", ""family_rooms"", ""parking_available""]",Transport_hub,7
212,25-35,Female,Chennai,8-15L,Couple,4823,7891,True,Tamil Nadu,Regular,0.45,"[""spa_available"", ""restaurant"", ""room_service""]",City_center,17
213,45-55,Female,Kolkata,8-15L,Couple,3536,9807,False,West Bengal,Occasional,0.6,"[""spa_available"", ""restaurant"", ""room_service""]",Quiet_area,17
214,35-45,Male,Mumbai,4-8L,Couple,2221,4631,True,Maharashtra,Occasional,0.18,"[""spa_available"", ""restaurant"", ""room_service""]",Transport_hub,14
215,25-35,Male,Mumbai,4-8L,Solo,1880,4465,True,Maharashtra,Frequent,0.22,"[""wifi_available"", ""business_center"", ""gym_available""]",Transport_hub,12
216,25-35,Male,Delhi,8-15L,Solo,3094,7575,True,Delhi,Frequent,0.32,"[""wifi_available"", ""business_center"", ""gym_available""]",City_center,23
217,35-45,Female,Mumbai,8-15L,Family_with_kids,3847,6751,False,Maharashtra,Frequent,0.9,"[""pool_available"", ""family_rooms"", ""parking_available""]",Quiet_area,3
218,35-45,Male,Bangalore,4-8L,Family_with_kids,2289,4161,True,Karnataka,Occasional,0.1,"[""pool_available"", ""family_rooms"", ""parking_available""]",Transport_hub,23
219,45-55,Female,Bangalore,8-15L,Couple,4989,5612,False,Karnataka,Occasional,0.32,"[""spa_available"", ""restaurant"", ""room_service""]",Transport_hub,7
220,25-35,Female,Mumbai,4-8L,Family_with_kids,1903,3203,False,Maharashtra,Occasional,0.05,"[""pool_available"", ""family_rooms"", ""parking_available""]",Transport_hub,14
221,25-35,Female,Kolkata,15L+,Family_with_kids,4488,10033,True,West Bengal,Frequent,0.6,"[""pool_available"", ""family_rooms"", ""parking_available""]",Quiet_area,13
222,25-35,Male,Delhi,8-15L,Couple,3468,9721,False,Delhi,Occasional,0.02,"[""spa_available"", ""restaurant"", ""room_service""]",Quiet_area,1
223,45-55,Male,Mumbai,4-8L,Couple,2445,4164,False,Maharashtra,Regular,0.04,"[""spa_available"", ""restaurant"", ""room_service""]",Quiet_area,30
224,35-45,Female,Mumbai,15L+,Solo,6160,8640,True,Maharashtra,Occasional,0.07,"[""wifi_available"", ""business_center"", ""gym_available""]",City_center,27
225,45-55,Female,Kolkata,15L+,Family_with_kids,7287,14800,False,West Bengal,Regular,0.32,"[""pool_available"", ""family_rooms"", ""parking_available""]",Transport_hub,13
226,35-45,Female,Mumbai,8-15L,Couple,2826,9558,False,Maharashtra,Occasional,0.61,"[""spa_available"", ""restaurant"", ""room_service""]",Transport_hub,10
227,35-45,Female,Delhi,4-8L,Solo,2926,4861,True,Delhi,Regular,0.84,"[""wifi_available"", ""business_center"", ""gym_available""]",Quiet_area,4
228,25-35,Male,Kolkata,8-15L,Couple,2619,6835,True,West Bengal,Regular,0.14,"[""spa_available"", ""restaurant"", ""room_service""]",Transport_hub,28
229,45-55,Male,Delhi,8-15L,Couple,4284,6854,True,Delhi,Occasional,0.19,"[""spa_available"", ""restaurant"", ""room_service""]",Transport_hub,27
230,45-55,Male,Chennai,8-15L,Family_with_kids,4701,5040,False,Tamil Nadu,Frequent,0.88,"[""pool_available"", ""family_rooms"", ""parking_available""]",City_center,4
231,35-45,Male,Chennai,8-15L,Couple,2696,7492,False,Tamil Nadu,Regular,0.33,"[""spa_available"", ""restaurant"", ""room_service""]",Quiet_area,26
232,35-45,Female,Mumbai,15L+,Family_with_kids,7327,14218,True,Maharashtra,Occasional,0.92,"[""pool_available"", ""family_rooms"", ""parking_available""]",Quiet_area,15
233,45-55,Female,Mumbai,4-8L,Couple,1745,3517,True,Maharashtra,Occasional,0.75,"[""spa_available"", ""restaurant"", ""room_service""]",Transport_hub,21
234,45-55,Male,Chennai,8-15L,Solo,4330,6002,False,Tamil Nadu,Occasional,0.66,"[""wifi_available"", ""business_center"", ""gym_available""]",Transport_hub,11
235,35-45,Male,Kolkata,8-15L,Solo,4477,6850,False,West Bengal,Regular,0.77,"[""wifi_available"", ""business_center"", ""gym_available""]",Quiet_area,3
236,35-45,Male,Chennai,4-8L,Family_with_kids,2222,5287,True,Tamil Nadu,Regular,0.69,"[""pool_available"", ""family_rooms"", ""parking_available""]",City_center,16
237,45-55,Male,Delhi,8-15L,Family_with_kids,2746,6740,True,Delhi,Occasional,0.47,"[""pool_available"", ""family_rooms"", ""parking_available""]",Transport_hub,7
238,45-55,Female,Bangalore,4-8L,Solo,2498,3428,True,Karnataka,Regular,0.81,"[""wifi_available"", ""business_center"", ""gym_available""]",Quiet_area,17
239,25-35,Female,Bangalore,4-8L,Couple,2141,4277,True,Karnataka,Occasional,0.85,"[""spa_available"", ""restaurant"", ""room_service""]",City_center,30
240,45-55,Female,Kolkata,15L+,Couple,4532,11584,False,West Bengal,Occasional,0.98,"[""spa_available"", ""restaurant"", ""room_service""]",Quiet_area,17
241,35-45,Male,Mumbai,4-8L,Solo,1915,4639,True,Maharashtra,Occasional,0.28,"[""wifi_available"", ""business_center"", ""gym_available""]",City_center,22
242,35-45,Male,Bangalore,8-15L,Solo,3758,9728,True,Karnataka,Frequent,0.46,"[""wifi_available"", ""business_center"", ""gym_available""]",City_center,24
243,25-35,Male,Delhi,4-8L,Family_with_kids,1725,3985,False,Delhi,Regular,0.19,"[""pool_available"", ""family_rooms"", ""parking_available""]",City_center,16
244,25-35,Female,Mumbai,8-15L,Couple,4674,8708,False,Maharashtra,Occasional,0.12,"[""spa_available"", ""restaurant"", ""room_service""]",Quiet_area,3
245,45-55,Male,Mumbai,8-15L,Family_with_kids,3951,8534,True,Maharashtra,Occasional,0.4,"[""pool_available"", ""family_rooms"", ""parking_available""]",Transport_hub,17
246,35-45,Female,Delhi,4-8L,Family_with_kids,2183,3217,False,Delhi,Occasional,0.37,"[""pool_available"", ""family_rooms"", ""parking_available""]",City_center,21
247,45-55,Female,Mumbai,4-8L,Solo,2283,5998,True,Maharashtra,Regular,0.29,"[""wifi_available"", ""business_center"", ""gym_available""]",Transport_hub,6
248,25-35,Female,Kolkata,8-15L,Family_with_kids,4933,7260,False,West Bengal,Occasional,0.11,"[""pool_available"", ""family_rooms"", ""parking_available""]",City_center,21
249,45-55,Male,Chennai,8-15L,Family_with_kids,3519,5909,True,Tamil Nadu,Regular,0.05,"[""pool_available"", ""family_rooms"", ""parking_available""]",City_center,19
250,35-45,Male,Mumbai,4-8L,Family_with_kids,2045,3977,True,Maharashtra,Regular,0.28,"[""pool_available"", ""family_rooms"", ""parking_available""]",Quiet_area,23
