review_id,hotel_id,user_id,review_text,overall_rating,review_date,reviewer_type,sentiment_score,cleanliness_rating,service_rating,location_rating,value_rating,positive_keywords,negative_keywords,cultural_mentions,review_length_category,language
129,169,26,Overpriced for solo travel - AC not functional. Poor service. Staff not helpful,3.2,2023-09-17,Solo,0.1,2.8,3.0,3.5,2.8,[],"[""poor"", ""overpriced""]","[""Staff not helpful""]",Short,en
130,379,205,Wonderful family experience with WiFi. Kids loved the facilities. Great vegetarian options,3.7,2023-04-04,Family,0.35,3.7,4.0,3.6,3.0,"[""great"", ""wonderful""]",[],"[""Great vegetarian options""]",Short,en
131,376,49,Productive stay with reliable AC. Staff understood business needs. Friendly staff,4.6,2023-02-02,Business,0.8,4.5,4.4,4.6,4.2,[],[],"[""Friendly staff""]",Short,en
132,58,221,Excellent business facilities and WiFi. Professional service throughout. Excellent Indian breakfast,4.2,2023-08-15,Business,0.6,4.2,3.9,4.4,3.5,"[""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
133,326,151,Perfect for business travel with great restaurant. Location is convenient. Understanding of Indian culture,3.8,2023-11-11,Business,0.4,3.9,3.4,3.6,3.1,"[""great"", ""perfect""]",[],"[""Understanding of Indian culture""]",Medium,en
134,222,195,Excellent business facilities and AC. Professional service throughout. Excellent Indian breakfast,3.6,2023-12-11,Business,0.3,3.5,3.5,3.7,3.0,"[""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
135,176,114,Great for families - spa was perfect. Safe and comfortable environment. Well-maintained property,5.0,2023-11-23,Family,1.0,4.5,5.0,4.8,4.8,"[""great"", ""perfect"", ""comfortable""]",[],"[""Well-maintained property""]",Short,en
136,202,145,Overpriced for solo travel - WiFi not functional. Poor service. Poor hygiene standards,2.7,2023-08-02,Solo,-0.15,3.1,2.3,2.6,2.4,[],"[""poor"", ""overpriced""]","[""Poor hygiene standards""]",Short,en
137,132,184,Excellent business facilities and WiFi. Professional service throughout. Staff spoke Hindi,3.6,2023-05-31,Business,0.3,3.8,3.7,3.5,3.4,"[""excellent""]",[],"[""Staff spoke Hindi""]",Short,en
138,24,243,Excellent business facilities and AC. Professional service throughout. Great vegetarian options,3.9,2023-12-04,Business,0.45,4.1,4.4,3.7,3.3,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
139,128,125,Wonderful family experience with spa. Kids loved the facilities. Well-maintained property,4.3,2023-05-24,Family,0.65,4.4,4.5,4.6,4.4,"[""wonderful""]",[],"[""Well-maintained property""]",Short,en
140,31,97,Productive stay with reliable WiFi. Staff understood business needs. Well-maintained property,3.7,2023-02-21,Business,0.35,4.2,3.9,3.5,3.1,[],[],"[""Well-maintained property""]",Short,en
141,126,113,Great for families - spa was perfect. Safe and comfortable environment. Great vegetarian options,4.0,2023-06-17,Family,0.5,4.4,3.9,4.2,4.0,"[""great"", ""perfect"", ""comfortable""]",[],"[""Great vegetarian options""]",Short,en
142,271,213,Enjoyable solo trip with excellent spa. Staff was very accommodating. Well-maintained property,4.8,2023-01-31,Solo,0.9,5.0,5.0,4.8,4.7,"[""excellent""]",[],"[""Well-maintained property""]",Short,en
143,106,38,Children were disappointed with restaurant. Not family-oriented service. Poor hygiene standards,3.2,2023-06-07,Family,0.1,2.8,3.5,3.3,3.4,[],"[""poor""]","[""Poor hygiene standards""]",Short,en
144,226,225,Great for families - AC was perfect. Safe and comfortable environment. Great vegetarian options,4.4,2023-03-05,Family,0.7,4.5,4.1,4.6,4.1,"[""great"", ""perfect"", ""comfortable""]",[],"[""Great vegetarian options""]",Short,en
145,228,7,Disappointing solo stay with broken WiFi. Will not return. Staff not helpful,3.0,2023-04-17,Solo,0.0,2.8,3.4,2.7,2.5,[],"[""disappointing""]","[""Staff not helpful""]",Short,en
146,234,242,Disappointing solo stay with broken spa. Will not return. No vegetarian restaurant,3.0,2023-01-09,Solo,0.0,3.2,2.9,3.2,2.6,[],"[""disappointing""]","[""No vegetarian restaurant""]",Short,en
147,205,108,Family-friendly staff and excellent gym. Will return with family. Friendly staff,4.2,2023-02-21,Family,0.6,3.8,3.9,4.0,3.7,"[""excellent""]",[],"[""Friendly staff""]",Short,en
148,34,215,Comfortable solo stay with good room service. Peaceful atmosphere. Staff spoke Hindi,5.0,2023-08-11,Solo,1.0,4.6,4.6,4.7,4.8,"[""comfortable"", ""good""]",[],"[""Staff spoke Hindi""]",Short,en
149,166,230,Comfortable solo stay with good gym. Peaceful atmosphere. Great vegetarian options,4.6,2023-01-24,Solo,0.8,4.4,4.8,4.5,4.8,"[""great"", ""comfortable"", ""good""]",[],"[""Great vegetarian options""]",Short,en
150,321,104,Enjoyable solo trip with excellent room service. Staff was very accommodating. Great vegetarian options,4.6,2023-07-11,Solo,0.8,4.6,4.1,4.8,4.2,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Medium,en
151,277,12,Unproductive stay due to faulty WiFi. Staff not helpful for business needs. Overpriced for Indian standards,3.3,2023-07-13,Business,0.15,3.2,3.4,3.4,2.9,[],"[""overpriced""]","[""Overpriced for Indian standards""]",Medium,en
152,207,184,Family-friendly staff and excellent AC. Will return with family. Understanding of Indian culture,3.8,2023-05-25,Family,0.4,4.0,4.2,3.6,3.2,"[""excellent""]",[],"[""Understanding of Indian culture""]",Short,en
153,265,134,Perfect for business travel with great restaurant. Location is convenient. Understanding of Indian culture,4.1,2023-10-23,Business,0.55,4.3,3.8,4.1,3.6,"[""great"", ""perfect""]",[],"[""Understanding of Indian culture""]",Medium,en
154,68,195,Perfect for business travel with great WiFi. Location is convenient. Good value for money,4.8,2023-06-17,Business,0.9,4.4,4.7,4.7,4.4,"[""great"", ""perfect"", ""good""]",[],"[""Good value for money""]",Short,en
155,297,38,Wonderful family experience with WiFi. Kids loved the facilities. Clean and hygienic,4.8,2023-01-18,Family,0.9,5.0,4.3,4.8,4.3,"[""wonderful""]",[],"[""Clean and hygienic""]",Short,en
156,336,72,Great for families - restaurant was perfect. Safe and comfortable environment. Comfortable for Indian families,5.0,2023-09-21,Family,1.0,5.0,5.0,4.9,5.0,"[""great"", ""perfect"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
157,96,229,Not suitable for families - AC was broken. Safety concerns. Poor hygiene standards,2.9,2023-05-11,Family,-0.05,2.9,3.2,2.6,2.6,[],"[""poor""]","[""Poor hygiene standards""]",Short,en
158,219,94,Enjoyable solo trip with excellent gym. Staff was very accommodating. Clean and hygienic,3.7,2023-11-25,Solo,0.35,3.5,3.8,3.9,3.2,"[""excellent""]",[],"[""Clean and hygienic""]",Short,en
159,158,89,Overpriced for solo travel - AC not functional. Poor service. Staff not helpful,3.4,2023-08-20,Solo,0.2,3.5,3.8,3.3,3.3,[],"[""poor"", ""overpriced""]","[""Staff not helpful""]",Short,en
160,182,191,Productive stay with reliable gym. Staff understood business needs. Understanding of Indian culture,4.9,2023-09-27,Business,0.95,4.7,4.6,4.7,5.0,[],[],"[""Understanding of Indian culture""]",Short,en
161,349,26,Wonderful family experience with WiFi. Kids loved the facilities. Good value for money,4.3,2023-03-26,Family,0.65,4.7,4.4,4.0,3.7,"[""wonderful"", ""good""]",[],"[""Good value for money""]",Short,en
162,116,159,Family-friendly staff and excellent room service. Will return with family. Good value for money,4.0,2023-03-19,Family,0.5,3.6,4.1,3.7,3.7,"[""excellent"", ""good""]",[],"[""Good value for money""]",Short,en
163,104,109,Comfortable solo stay with good pool. Peaceful atmosphere. Understanding of Indian culture,3.8,2023-05-23,Solo,0.4,3.6,3.4,4.1,4.1,"[""comfortable"", ""good""]",[],"[""Understanding of Indian culture""]",Short,en
164,267,31,Wonderful family experience with WiFi. Kids loved the facilities. Excellent Indian breakfast,4.8,2023-06-09,Family,0.9,4.9,4.6,4.9,4.7,"[""excellent"", ""wonderful""]",[],"[""Excellent Indian breakfast""]",Short,en
165,54,164,Excellent business facilities and restaurant. Professional service throughout. Clean and hygienic,5.0,2023-05-24,Business,1.0,5.0,5.0,5.0,4.5,"[""excellent""]",[],"[""Clean and hygienic""]",Short,en
166,249,183,Enjoyable solo trip with excellent spa. Staff was very accommodating. Comfortable for Indian families,4.0,2023-05-05,Solo,0.5,4.5,3.5,3.9,3.6,"[""excellent"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
167,342,223,Family vacation ruined by poor gym and unhelpful staff. No vegetarian restaurant,3.4,2023-07-15,Family,0.2,3.5,3.0,3.2,2.8,[],"[""poor""]","[""No vegetarian restaurant""]",Short,en
168,330,152,Uncomfortable for solo traveler - AC was poor. Lonely experience. No vegetarian restaurant,3.1,2023-02-20,Solo,0.05,3.2,3.5,2.9,3.3,"[""comfortable""]","[""poor""]","[""No vegetarian restaurant""]",Short,en
169,178,11,Excellent business facilities and spa. Professional service throughout. Staff spoke Hindi,4.6,2023-11-28,Business,0.8,4.3,5.0,4.4,4.0,"[""excellent""]",[],"[""Staff spoke Hindi""]",Short,en
170,111,7,Enjoyable solo trip with excellent gym. Staff was very accommodating. Comfortable for Indian families,3.5,2023-10-18,Solo,0.25,3.9,3.1,3.4,3.0,"[""excellent"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
171,177,175,Great for families - pool was perfect. Safe and comfortable environment. Friendly staff,4.6,2023-06-30,Family,0.8,4.6,4.5,4.8,4.0,"[""great"", ""perfect"", ""comfortable""]",[],"[""Friendly staff""]",Short,en
172,229,71,Enjoyable solo trip with excellent AC. Staff was very accommodating. Staff spoke Hindi,3.9,2023-01-25,Solo,0.45,3.7,3.9,3.8,4.2,"[""excellent""]",[],"[""Staff spoke Hindi""]",Short,en
173,135,163,Excellent business facilities and spa. Professional service throughout. Great vegetarian options,3.8,2023-03-24,Business,0.4,3.7,3.9,3.8,4.0,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
174,281,222,Not suitable for families - spa was broken. Safety concerns. Staff not helpful,3.1,2023-11-28,Family,0.05,2.9,2.9,3.2,2.8,[],[],"[""Staff not helpful""]",Short,en
175,39,179,Children were disappointed with gym. Not family-oriented service. Not suitable for Indian families,2.6,2023-04-12,Family,-0.2,2.4,2.8,2.7,2.6,[],[],"[""Not suitable for Indian families""]",Short,en
176,198,236,Productive stay with reliable WiFi. Staff understood business needs. Comfortable for Indian families,4.5,2023-02-23,Business,0.75,4.1,4.1,4.8,4.6,"[""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
177,151,209,Excellent business facilities and WiFi. Professional service throughout. Staff spoke Hindi,4.0,2023-11-11,Business,0.5,3.5,4.2,3.7,3.5,"[""excellent""]",[],"[""Staff spoke Hindi""]",Short,en
178,116,83,Wonderful family experience with spa. Kids loved the facilities. Friendly staff,4.3,2023-08-15,Family,0.65,4.8,4.1,4.3,4.1,"[""wonderful""]",[],"[""Friendly staff""]",Short,en
179,226,58,Comfortable solo stay with good restaurant. Peaceful atmosphere. Staff spoke Hindi,4.4,2023-11-28,Solo,0.7,4.8,4.3,4.6,4.1,"[""comfortable"", ""good""]",[],"[""Staff spoke Hindi""]",Short,en
180,152,4,Enjoyable solo trip with excellent gym. Staff was very accommodating. Comfortable for Indian families,4.6,2023-05-05,Solo,0.8,4.6,4.8,4.6,4.1,"[""excellent"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
181,205,149,Comfortable solo stay with good room service. Peaceful atmosphere. Friendly staff,4.4,2023-11-18,Solo,0.7,4.1,4.3,4.3,4.4,"[""comfortable"", ""good""]",[],"[""Friendly staff""]",Short,en
182,134,192,Enjoyable solo trip with excellent room service. Staff was very accommodating. Understanding of Indian culture,4.9,2023-12-28,Solo,0.95,4.5,4.7,4.7,4.4,"[""excellent""]",[],"[""Understanding of Indian culture""]",Medium,en
183,365,14,Family-friendly staff and excellent restaurant. Will return with family. Excellent Indian breakfast,4.9,2023-07-03,Family,0.95,4.6,4.5,4.8,4.2,"[""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
184,389,199,Excellent business facilities and pool. Professional service throughout. Comfortable for Indian families,3.7,2023-04-02,Business,0.35,4.1,3.7,3.4,3.4,"[""excellent"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
185,291,8,Perfect for solo travelers with reliable spa. Great value. Understanding of Indian culture,4.6,2023-10-16,Solo,0.8,4.9,4.3,4.8,4.7,"[""great"", ""perfect""]",[],"[""Understanding of Indian culture""]",Short,en
186,80,234,Perfect for business travel with great restaurant. Location is convenient. Great vegetarian options,4.8,2023-11-04,Business,0.9,4.8,4.7,5.0,4.9,"[""great"", ""perfect""]",[],"[""Great vegetarian options""]",Short,en
187,226,229,Excellent business facilities and spa. Professional service throughout. Excellent Indian breakfast,4.4,2023-12-28,Business,0.7,4.5,4.8,4.6,4.2,"[""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
188,80,155,Wonderful family experience with spa. Kids loved the facilities. Excellent Indian breakfast,5.0,2023-11-10,Family,1.0,5.0,5.0,4.7,4.6,"[""excellent"", ""wonderful""]",[],"[""Excellent Indian breakfast""]",Short,en
189,246,236,"Poor business facilities, restaurant not working properly. Unprofessional service. No Indian food options",3.3,2023-12-04,Business,0.15,3.3,3.0,3.3,3.6,[],"[""poor"", ""not working""]","[""No Indian food options""]",Medium,en
190,103,165,Excellent business facilities and WiFi. Professional service throughout. Great vegetarian options,3.5,2023-05-25,Business,0.25,3.2,3.5,3.3,3.7,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
191,102,196,Comfortable solo stay with good gym. Peaceful atmosphere. Understanding of Indian culture,5.0,2023-05-30,Solo,1.0,5.0,5.0,5.0,4.6,"[""comfortable"", ""good""]",[],"[""Understanding of Indian culture""]",Short,en
192,366,19,Productive stay with reliable pool. Staff understood business needs. Well-maintained property,4.2,2023-04-15,Business,0.6,4.4,3.8,4.2,4.2,[],[],"[""Well-maintained property""]",Short,en
193,307,37,Perfect for solo travelers with reliable restaurant. Great value. Great vegetarian options,4.7,2023-05-07,Solo,0.85,4.7,4.3,4.4,4.8,"[""great"", ""perfect""]",[],"[""Great vegetarian options""]",Short,en
194,217,226,Enjoyable solo trip with excellent WiFi. Staff was very accommodating. Good value for money,4.2,2023-12-15,Solo,0.6,3.7,4.6,4.2,3.6,"[""excellent"", ""good""]",[],"[""Good value for money""]",Short,en
195,321,231,Comfortable solo stay with good spa. Peaceful atmosphere. Comfortable for Indian families,3.9,2023-06-08,Solo,0.45,3.5,3.5,4.0,4.2,"[""comfortable"", ""good""]",[],"[""Comfortable for Indian families""]",Short,en
196,130,125,Unproductive stay due to faulty gym. Staff not helpful for business needs. Staff not helpful,3.3,2023-11-04,Business,0.15,2.9,3.8,3.3,3.5,[],[],"[""Staff not helpful""]",Short,en
197,255,143,Disappointing solo stay with broken gym. Will not return. Overpriced for Indian standards,3.1,2023-04-13,Solo,0.05,2.9,3.3,2.9,3.1,[],"[""disappointing"", ""overpriced""]","[""Overpriced for Indian standards""]",Short,en
198,150,40,Disappointing solo stay with broken restaurant. Will not return. Western-only breakfast,2.7,2023-09-16,Solo,-0.15,2.6,2.9,2.9,2.5,[],"[""disappointing""]","[""Western-only breakfast""]",Short,en
199,100,161,Productive stay with reliable spa. Staff understood business needs. Good value for money,4.1,2023-06-21,Business,0.55,3.7,3.9,3.9,4.0,"[""good""]",[],"[""Good value for money""]",Short,en
200,226,7,Perfect for solo travelers with reliable AC. Great value. Understanding of Indian culture,4.4,2023-02-05,Solo,0.7,4.1,4.2,4.4,4.3,"[""great"", ""perfect""]",[],"[""Understanding of Indian culture""]",Short,en
201,326,89,Wonderful family experience with pool. Kids loved the facilities. Comfortable for Indian families,3.5,2023-08-21,Family,0.25,3.9,3.0,3.4,3.3,"[""wonderful"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Short,en
202,392,141,Perfect for solo travelers with reliable pool. Great value. Clean and hygienic,4.0,2023-07-29,Solo,0.5,4.5,3.8,4.2,3.9,"[""great"", ""perfect""]",[],"[""Clean and hygienic""]",Short,en
203,202,55,Not suitable for families - pool was broken. Safety concerns. Staff not helpful,3.2,2023-03-14,Family,0.1,2.7,3.5,3.2,3.2,[],[],"[""Staff not helpful""]",Short,en
204,232,167,Family-friendly staff and excellent AC. Will return with family. Comfortable for Indian families,4.2,2023-06-03,Family,0.6,4.4,4.6,4.1,3.8,"[""excellent"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Short,en
205,34,202,Enjoyable solo trip with excellent spa. Staff was very accommodating. Excellent Indian breakfast,4.5,2023-02-13,Solo,0.75,4.5,4.3,4.4,4.0,"[""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
206,387,25,Family-friendly staff and excellent AC. Will return with family. Friendly staff,4.2,2023-01-21,Family,0.6,3.9,4.4,4.2,4.0,"[""excellent""]",[],"[""Friendly staff""]",Short,en
207,254,205,Family-friendly staff and excellent pool. Will return with family. Comfortable for Indian families,3.9,2023-01-09,Family,0.45,3.4,3.7,3.6,3.8,"[""excellent"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Short,en
208,87,107,Perfect for solo travelers with reliable room service. Great value. Friendly staff,3.8,2023-07-06,Solo,0.4,3.6,3.5,4.0,4.1,"[""great"", ""perfect""]",[],"[""Friendly staff""]",Short,en
209,144,132,Excellent business facilities and restaurant. Professional service throughout. Clean and hygienic,4.8,2023-09-24,Business,0.9,4.3,4.7,4.8,5.0,"[""excellent""]",[],"[""Clean and hygienic""]",Short,en
210,164,126,Disappointing for business travel - pool was inadequate. Location inconvenient. Western-only breakfast,3.3,2023-03-27,Business,0.15,3.6,3.2,3.1,2.8,[],"[""disappointing""]","[""Western-only breakfast""]",Medium,en
211,283,86,Disappointing solo stay with broken spa. Will not return. Overpriced for Indian standards,2.8,2023-01-17,Solo,-0.1,2.3,2.8,2.9,2.6,[],"[""disappointing"", ""overpriced""]","[""Overpriced for Indian standards""]",Short,en
212,68,88,Perfect for business travel with great spa. Location is convenient. Well-maintained property,5.0,2023-06-27,Business,1.0,5.0,5.0,5.0,4.7,"[""great"", ""perfect""]",[],"[""Well-maintained property""]",Short,en
213,59,230,Excellent business facilities and restaurant. Professional service throughout. Great vegetarian options,3.6,2023-01-12,Business,0.3,3.9,4.0,3.3,3.1,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Medium,en
214,39,222,Disappointing solo stay with broken restaurant. Will not return. Poor hygiene standards,3.2,2023-01-05,Solo,0.1,3.5,3.1,3.3,3.4,[],"[""poor"", ""disappointing""]","[""Poor hygiene standards""]",Short,en
215,175,207,Enjoyable solo trip with excellent WiFi. Staff was very accommodating. Good value for money,4.1,2023-11-13,Solo,0.55,3.6,4.6,4.0,3.7,"[""excellent"", ""good""]",[],"[""Good value for money""]",Short,en
216,236,161,Enjoyable solo trip with excellent WiFi. Staff was very accommodating. Comfortable for Indian families,3.9,2023-11-20,Solo,0.45,4.2,4.4,4.0,4.1,"[""excellent"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
217,55,171,Great for families - pool was perfect. Safe and comfortable environment. Clean and hygienic,3.7,2023-11-10,Family,0.35,3.3,4.0,3.9,3.9,"[""great"", ""perfect"", ""comfortable""]",[],"[""Clean and hygienic""]",Short,en
218,103,36,Disappointing solo stay with broken restaurant. Will not return. Language barrier,3.3,2023-02-11,Solo,0.15,3.0,3.7,3.5,2.6,[],"[""disappointing""]","[""Language barrier""]",Short,en
219,102,250,Perfect for solo travelers with reliable AC. Great value. Excellent Indian breakfast,4.6,2023-05-15,Solo,0.8,5.0,4.2,4.4,4.8,"[""great"", ""excellent"", ""perfect""]",[],"[""Excellent Indian breakfast""]",Short,en
220,84,59,Wonderful family experience with pool. Kids loved the facilities. Comfortable for Indian families,3.5,2023-07-22,Family,0.25,3.6,3.0,3.5,3.5,"[""wonderful"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Short,en
221,376,89,Great for families - spa was perfect. Safe and comfortable environment. Friendly staff,4.3,2023-01-31,Family,0.65,4.7,4.0,4.6,4.0,"[""great"", ""perfect"", ""comfortable""]",[],"[""Friendly staff""]",Short,en
222,22,44,Disappointing for business travel - AC was inadequate. Location inconvenient. Language barrier,3.3,2023-12-20,Business,0.15,3.4,3.2,3.3,2.9,[],"[""disappointing""]","[""Language barrier""]",Short,en
223,237,226,Wonderful family experience with spa. Kids loved the facilities. Understanding of Indian culture,5.0,2023-06-16,Family,1.0,4.7,5.0,4.9,4.5,"[""wonderful""]",[],"[""Understanding of Indian culture""]",Short,en
224,102,87,Perfect for solo travelers with reliable spa. Great value. Comfortable for Indian families,5.0,2023-01-12,Solo,1.0,4.5,5.0,5.0,4.7,"[""great"", ""perfect"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Short,en
225,282,78,Disappointing solo stay with broken spa. Will not return. Not suitable for Indian families,2.9,2023-05-23,Solo,-0.05,2.7,3.0,3.0,2.5,[],"[""disappointing""]","[""Not suitable for Indian families""]",Short,en
226,314,110,Productive stay with reliable WiFi. Staff understood business needs. Excellent Indian breakfast,4.9,2023-03-04,Business,0.95,4.7,4.9,4.6,4.3,"[""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
227,175,73,Wonderful family experience with room service. Kids loved the facilities. Good value for money,4.8,2023-07-11,Family,0.9,4.5,5.0,5.0,4.2,"[""wonderful"", ""good""]",[],"[""Good value for money""]",Short,en
228,122,157,Perfect for solo travelers with reliable WiFi. Great value. Excellent Indian breakfast,3.5,2023-05-08,Solo,0.25,3.7,3.9,3.8,2.9,"[""great"", ""excellent"", ""perfect""]",[],"[""Excellent Indian breakfast""]",Short,en
229,237,126,Comfortable solo stay with good spa. Peaceful atmosphere. Well-maintained property,5.0,2023-11-05,Solo,1.0,5.0,5.0,5.0,4.5,"[""comfortable"", ""good""]",[],"[""Well-maintained property""]",Short,en
230,35,69,Family-friendly staff and excellent pool. Will return with family. Friendly staff,4.2,2023-08-19,Family,0.6,4.4,4.3,4.2,4.2,"[""excellent""]",[],"[""Friendly staff""]",Short,en
231,377,16,Great for families - WiFi was perfect. Safe and comfortable environment. Friendly staff,5.0,2023-04-10,Family,1.0,4.7,5.0,4.8,5.0,"[""great"", ""perfect"", ""comfortable""]",[],"[""Friendly staff""]",Short,en
232,128,73,Excellent business facilities and restaurant. Professional service throughout. Good value for money,3.7,2023-07-12,Business,0.35,3.3,3.7,3.7,3.6,"[""excellent"", ""good""]",[],"[""Good value for money""]",Short,en
233,6,219,Wonderful family experience with AC. Kids loved the facilities. Staff spoke Hindi,4.2,2023-06-02,Family,0.6,4.6,4.2,4.3,3.9,"[""wonderful""]",[],"[""Staff spoke Hindi""]",Short,en
234,233,156,Perfect for solo travelers with reliable restaurant. Great value. Staff spoke Hindi,3.8,2023-05-26,Solo,0.4,3.8,3.6,3.6,3.5,"[""great"", ""perfect""]",[],"[""Staff spoke Hindi""]",Short,en
235,9,83,Excellent business facilities and AC. Professional service throughout. Good value for money,3.5,2023-03-05,Business,0.25,3.4,3.5,3.6,3.5,"[""excellent"", ""good""]",[],"[""Good value for money""]",Short,en
236,166,166,Excellent business facilities and AC. Professional service throughout. Well-maintained property,4.7,2023-07-22,Business,0.85,4.8,4.9,5.0,4.5,"[""excellent""]",[],"[""Well-maintained property""]",Short,en
237,390,215,Family-friendly staff and excellent WiFi. Will return with family. Comfortable for Indian families,4.8,2023-01-18,Family,0.9,4.3,4.5,4.8,4.1,"[""excellent"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Short,en
238,35,238,Productive stay with reliable WiFi. Staff understood business needs. Staff spoke Hindi,4.0,2023-03-13,Business,0.5,3.9,4.4,3.7,3.5,[],[],"[""Staff spoke Hindi""]",Short,en
239,366,42,Enjoyable solo trip with excellent WiFi. Staff was very accommodating. Friendly staff,3.8,2023-05-01,Solo,0.4,3.7,3.3,3.8,3.6,"[""excellent""]",[],"[""Friendly staff""]",Short,en
240,183,249,Excellent business facilities and AC. Professional service throughout. Friendly staff,4.5,2023-06-23,Business,0.75,4.8,4.5,4.5,3.8,"[""excellent""]",[],"[""Friendly staff""]",Short,en
241,286,175,Uncomfortable for solo traveler - AC was poor. Lonely experience. No Indian food options,3.4,2023-01-13,Solo,0.2,3.6,3.2,3.2,3.4,"[""comfortable""]","[""poor""]","[""No Indian food options""]",Short,en
242,322,2,Family-friendly staff and excellent WiFi. Will return with family. Good value for money,3.8,2023-11-15,Family,0.4,4.2,4.0,3.8,3.9,"[""excellent"", ""good""]",[],"[""Good value for money""]",Short,en
243,262,96,Uncomfortable for solo traveler - pool was poor. Lonely experience. No vegetarian restaurant,3.2,2023-07-18,Solo,0.1,3.3,2.8,3.2,3.0,"[""comfortable""]","[""poor""]","[""No vegetarian restaurant""]",Short,en
244,156,210,Great for families - restaurant was perfect. Safe and comfortable environment. Comfortable for Indian families,4.0,2023-07-04,Family,0.5,3.6,4.0,4.1,4.2,"[""great"", ""perfect"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
245,118,161,Disappointing solo stay with broken room service. Will not return. No Indian food options,3.4,2023-10-18,Solo,0.2,3.9,3.1,3.6,2.8,[],"[""disappointing""]","[""No Indian food options""]",Short,en
246,369,243,Perfect for solo travelers with reliable gym. Great value. Comfortable for Indian families,3.8,2023-07-18,Solo,0.4,4.1,3.6,4.0,3.2,"[""great"", ""perfect"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Short,en
247,309,101,Enjoyable solo trip with excellent room service. Staff was very accommodating. Great vegetarian options,4.7,2023-03-26,Solo,0.85,4.3,4.7,4.7,4.5,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Medium,en
248,306,144,Enjoyable solo trip with excellent WiFi. Staff was very accommodating. Great vegetarian options,3.8,2023-05-27,Solo,0.4,4.1,4.0,3.7,3.2,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
249,128,220,Productive stay with reliable restaurant. Staff understood business needs. Friendly staff,3.9,2023-02-09,Business,0.45,4.1,3.7,3.8,3.9,[],[],"[""Friendly staff""]",Short,en
250,82,146,Family vacation ruined by poor pool and unhelpful staff. Not suitable for Indian families,3.1,2023-02-19,Family,0.05,3.4,2.9,3.3,3.3,[],"[""poor""]","[""Not suitable for Indian families""]",Short,en
251,62,9,Enjoyable solo trip with excellent AC. Staff was very accommodating. Well-maintained property,3.6,2023-06-04,Solo,0.3,3.5,3.7,3.8,3.7,"[""excellent""]",[],"[""Well-maintained property""]",Short,en
252,105,239,Family-friendly staff and excellent gym. Will return with family. Good value for money,4.3,2023-03-03,Family,0.65,4.4,4.6,4.1,4.1,"[""excellent"", ""good""]",[],"[""Good value for money""]",Short,en
253,350,244,Excellent business facilities and WiFi. Professional service throughout. Great vegetarian options,4.1,2023-01-16,Business,0.55,3.7,4.3,4.1,3.9,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
254,8,45,Comfortable solo stay with good AC. Peaceful atmosphere. Staff spoke Hindi,3.9,2023-02-27,Solo,0.45,3.9,3.6,4.0,4.1,"[""comfortable"", ""good""]",[],"[""Staff spoke Hindi""]",Short,en
255,212,120,Excellent business facilities and AC. Professional service throughout. Well-maintained property,4.0,2023-03-31,Business,0.5,4.3,4.0,4.2,3.6,"[""excellent""]",[],"[""Well-maintained property""]",Short,en
256,23,230,Children were disappointed with spa. Not family-oriented service. Language barrier,3.1,2023-12-03,Family,0.05,3.5,3.0,3.3,2.6,[],[],"[""Language barrier""]",Short,en
257,242,117,Wonderful family experience with room service. Kids loved the facilities. Friendly staff,4.3,2023-10-06,Family,0.65,4.0,4.0,4.0,4.1,"[""wonderful""]",[],"[""Friendly staff""]",Short,en
258,191,231,Family vacation ruined by poor room service and unhelpful staff. No Indian food options,3.1,2023-10-10,Family,0.05,3.4,3.2,3.2,3.4,[],"[""poor""]","[""No Indian food options""]",Short,en
