review_id,hotel_id,user_id,review_text,overall_rating,review_date,reviewer_type,sentiment_score,cleanliness_rating,service_rating,location_rating,value_rating,positive_keywords,negative_keywords,cultural_mentions,review_length_category,language
128,256,92,Perfect location near transport. Food experience was amazing. Highly recommend for family,4.3,2023-08-24,Family,0.65,4.7,3.9,4.5,4.4,"[""perfect""]",[],"[""Understanding of Indian culture""]",Short,en
129,169,26,Poor maintenance and cleanliness. Language barrier Not recommended for family,3.2,2023-09-17,Family,0.1,3.6,3.2,3.2,3.5,[],"[""poor""]","[""Language barrier""]",Short,en
130,379,205,Great spa and excellent service. Staff was very attentive. Staff spoke Hindi,3.7,2023-04-04,Family,0.35,3.7,3.5,3.7,3.4,"[""great"", ""excellent""]",[],"[""Staff spoke Hindi""]",Short,en
131,376,49,Perfect location near transport. Food experience was amazing. Highly recommend for family,4.6,2023-02-02,Solo,0.8,4.7,4.6,4.9,4.3,"[""perfect""]",[],"[""Great vegetarian options""]",Short,en
132,58,221,Comfortable rooms and great hospitality. Excellent Indian breakfast Perfect for couple travelers.,4.2,2023-08-15,Family,0.6,4.5,4.7,4.3,3.8,"[""great"", ""excellent"", ""perfect"", ""comfortable""]",[],"[""Excellent Indian breakfast""]",Short,en
133,326,151,Wonderful stay with excellent amenities. Staff spoke Hindi Will definitely visit again.,3.8,2023-11-11,Family,0.4,3.5,4.0,3.6,3.2,"[""excellent"", ""wonderful""]",[],"[""Staff spoke Hindi""]",Short,en
134,222,195,Perfect location near transport. Food experience was amazing. Highly recommend for family,3.6,2023-12-11,Family,0.3,3.1,3.8,3.3,3.1,"[""perfect""]",[],"[""Understanding of Indian culture""]",Short,en
135,176,114,Perfect location near transport. Food experience was amazing. Highly recommend for business,5.0,2023-11-23,Family,1.0,4.6,5.0,5.0,5.0,"[""perfect""]",[],"[""Staff spoke Hindi""]",Short,en
136,202,145,Poor maintenance and cleanliness. Language barrier Not recommended for family,2.7,2023-08-02,Family,-0.15,2.3,2.7,2.4,2.9,[],"[""poor""]","[""Language barrier""]",Short,en
137,132,184,Comfortable rooms and great hospitality. Great vegetarian options Perfect for business travelers.,3.6,2023-05-31,Family,0.3,3.2,3.4,3.4,3.1,"[""great"", ""perfect"", ""comfortable""]",[],"[""Great vegetarian options""]",Short,en
138,24,243,Perfect location near transport. Food experience was amazing. Highly recommend for business,3.9,2023-12-04,Business,0.45,3.4,4.0,3.8,3.4,"[""perfect""]",[],"[""Friendly staff""]",Short,en
139,128,125,Perfect location near transport. Food experience was amazing. Highly recommend for couple,4.3,2023-05-24,Business,0.65,4.4,4.0,4.3,4.4,"[""perfect""]",[],"[""Friendly staff""]",Short,en
140,31,97,Great restaurant and excellent service. Staff was very friendly. Great vegetarian options,3.7,2023-02-21,Business,0.35,3.4,3.7,3.7,3.2,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
141,126,113,Perfect location near transport. Food experience was amazing. Highly recommend for solo,4.0,2023-06-17,Family,0.5,4.2,4.4,3.8,4.1,"[""perfect""]",[],"[""Friendly staff""]",Short,en
142,271,213,Great AC and excellent service. Staff was very helpful. Friendly staff,4.8,2023-01-31,Business,0.9,4.5,4.8,4.6,4.7,"[""great"", ""excellent""]",[],"[""Friendly staff""]",Short,en
143,106,38,WiFi was not working. Service issues throughout stay. Language barrier,3.2,2023-06-07,Solo,0.1,2.9,2.9,3.3,2.6,[],"[""not working""]","[""Language barrier""]",Short,en
144,226,225,Perfect location near transport. Food experience was amazing. Highly recommend for business,4.4,2023-03-05,Solo,0.7,4.4,4.2,4.7,4.4,"[""perfect""]",[],"[""Good value for money""]",Short,en
145,228,7,restaurant was not working. Service issues throughout stay. No Indian food options,3.0,2023-04-17,Solo,0.0,2.6,2.5,3.2,3.0,[],"[""not working""]","[""No Indian food options""]",Short,en
146,234,242,Overpriced for the quality. Expected better for this price range. No vegetarian restaurant,3.0,2023-01-09,Business,0.0,3.4,3.3,2.8,2.4,[],"[""overpriced""]","[""No vegetarian restaurant""]",Short,en
147,205,108,Comfortable rooms and great hospitality. Well-maintained property Perfect for solo travelers.,4.2,2023-02-21,Solo,0.6,4.6,4.4,4.1,4.1,"[""great"", ""perfect"", ""comfortable""]",[],"[""Well-maintained property""]",Short,en
148,34,215,Perfect location near transport. Food experience was amazing. Highly recommend for couple,5.0,2023-08-11,Solo,1.0,5.0,4.7,5.0,5.0,"[""perfect""]",[],"[""Friendly staff""]",Short,en
149,166,230,Perfect location near transport. Food experience was amazing. Highly recommend for solo,4.6,2023-01-24,Business,0.8,4.6,4.9,4.7,4.3,"[""perfect""]",[],"[""Clean and hygienic""]",Short,en
150,321,104,Perfect location near transport. Food experience was amazing. Highly recommend for couple,4.6,2023-07-11,Family,0.8,4.7,4.7,4.8,4.1,"[""perfect""]",[],"[""Good value for money""]",Short,en
151,277,12,Overpriced for the quality. Expected better for this price range. Not suitable for Indian families,3.3,2023-07-13,Solo,0.15,3.6,3.5,3.5,3.2,[],"[""overpriced""]","[""Not suitable for Indian families""]",Short,en
152,207,184,Great AC and excellent service. Staff was very friendly. Well-maintained property,3.8,2023-05-25,Business,0.4,4.1,3.7,3.9,4.1,"[""great"", ""excellent""]",[],"[""Well-maintained property""]",Short,en
153,265,134,Comfortable rooms and great hospitality. Clean and hygienic Perfect for business travelers.,4.1,2023-10-23,Family,0.55,4.2,4.2,4.0,4.1,"[""great"", ""perfect"", ""comfortable""]",[],"[""Clean and hygienic""]",Short,en
154,68,195,Wonderful stay with excellent amenities. Comfortable for Indian families Will definitely visit again.,4.8,2023-06-17,Family,0.9,5.0,4.5,4.9,4.6,"[""excellent"", ""wonderful"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
155,297,38,Great restaurant and excellent service. Staff was very professional. Clean and hygienic,4.8,2023-01-18,Solo,0.9,5.0,4.8,4.9,4.3,"[""great"", ""excellent""]",[],"[""Clean and hygienic""]",Short,en
156,336,72,Great AC and excellent service. Staff was very attentive. Clean and hygienic,5.0,2023-09-21,Solo,1.0,4.8,4.8,5.0,4.5,"[""great"", ""excellent""]",[],"[""Clean and hygienic""]",Short,en
157,96,229,Disappointing experience overall. No vegetarian restaurant Staff was not cooperative.,2.9,2023-05-11,Family,-0.05,3.2,3.4,2.7,2.3,[],"[""disappointing""]","[""No vegetarian restaurant""]",Short,en
158,219,94,Great restaurant and excellent service. Staff was very courteous. Clean and hygienic,3.7,2023-11-25,Family,0.35,3.2,3.7,3.6,3.8,"[""great"", ""excellent""]",[],"[""Clean and hygienic""]",Short,en
159,158,89,room service was not working. Service issues throughout stay. Overpriced for Indian standards,3.4,2023-08-20,Solo,0.2,3.8,3.7,3.3,3.0,[],"[""overpriced"", ""not working""]","[""Overpriced for Indian standards""]",Short,en
160,182,191,Perfect location near transport. Food experience was amazing. Highly recommend for couple,4.9,2023-09-27,Family,0.95,4.8,5.0,4.6,5.0,"[""perfect""]",[],"[""Well-maintained property""]",Short,en
161,349,26,Wonderful stay with excellent amenities. Great vegetarian options Will definitely visit again.,4.3,2023-03-26,Business,0.65,3.8,4.1,4.2,4.3,"[""great"", ""excellent"", ""wonderful""]",[],"[""Great vegetarian options""]",Short,en
162,116,159,Wonderful stay with excellent amenities. Excellent Indian breakfast Will definitely visit again.,4.0,2023-03-19,Family,0.5,3.8,4.1,4.2,3.5,"[""excellent"", ""wonderful""]",[],"[""Excellent Indian breakfast""]",Short,en
163,104,109,Wonderful stay with excellent amenities. Clean and hygienic Will definitely visit again.,3.8,2023-05-23,Business,0.4,3.8,3.8,3.9,3.1,"[""excellent"", ""wonderful""]",[],"[""Clean and hygienic""]",Short,en
164,267,31,Comfortable rooms and great hospitality. Understanding of Indian culture Perfect for business travelers.,4.8,2023-06-09,Business,0.9,4.4,5.0,4.8,5.0,"[""great"", ""perfect"", ""comfortable""]",[],"[""Understanding of Indian culture""]",Medium,en
165,54,164,Great AC and excellent service. Staff was very courteous. Excellent Indian breakfast,5.0,2023-05-24,Family,1.0,5.0,4.8,5.0,5.0,"[""great"", ""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
166,249,183,Comfortable rooms and great hospitality. Comfortable for Indian families Perfect for solo travelers.,4.0,2023-05-05,Family,0.5,4.1,4.4,4.2,3.7,"[""great"", ""perfect"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
167,342,223,WiFi was not working. Service issues throughout stay. No Indian food options,3.4,2023-07-15,Business,0.2,3.2,3.2,3.5,3.6,[],"[""not working""]","[""No Indian food options""]",Short,en
168,330,152,Poor maintenance and cleanliness. No Indian food options Not recommended for family,3.1,2023-02-20,Business,0.05,3.5,2.8,3.2,2.7,[],"[""poor""]","[""No Indian food options""]",Short,en
169,178,11,Wonderful stay with excellent amenities. Well-maintained property Will definitely visit again.,4.6,2023-11-28,Solo,0.8,4.6,4.6,4.5,4.4,"[""excellent"", ""wonderful""]",[],"[""Well-maintained property""]",Short,en
170,111,7,Wonderful stay with excellent amenities. Good value for money Will definitely visit again.,3.5,2023-10-18,Business,0.25,3.3,3.1,3.7,3.0,"[""excellent"", ""wonderful"", ""good""]",[],"[""Good value for money""]",Short,en
171,177,175,Wonderful stay with excellent amenities. Great vegetarian options Will definitely visit again.,4.6,2023-06-30,Solo,0.8,4.4,4.8,4.4,4.1,"[""great"", ""excellent"", ""wonderful""]",[],"[""Great vegetarian options""]",Short,en
172,229,71,Great gym and excellent service. Staff was very professional. Great vegetarian options,3.9,2023-01-25,Solo,0.45,3.5,3.6,3.7,4.1,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
173,135,163,Comfortable rooms and great hospitality. Excellent Indian breakfast Perfect for solo travelers.,3.8,2023-03-24,Solo,0.4,3.8,3.7,3.7,3.7,"[""great"", ""excellent"", ""perfect"", ""comfortable""]",[],"[""Excellent Indian breakfast""]",Short,en
174,281,222,Overpriced for the quality. Expected better for this price range. Poor hygiene standards,3.1,2023-11-28,Solo,0.05,3.2,2.8,3.2,2.7,[],"[""poor"", ""overpriced""]","[""Poor hygiene standards""]",Short,en
175,39,179,Poor maintenance and cleanliness. Western-only breakfast Not recommended for business,2.6,2023-04-12,Business,-0.2,2.5,3.1,2.5,2.3,[],"[""poor""]","[""Western-only breakfast""]",Short,en
176,198,236,Comfortable rooms and great hospitality. Staff spoke Hindi Perfect for business travelers.,4.5,2023-02-23,Family,0.75,4.5,4.6,4.4,4.4,"[""great"", ""perfect"", ""comfortable""]",[],"[""Staff spoke Hindi""]",Short,en
177,151,209,Comfortable rooms and great hospitality. Well-maintained property Perfect for solo travelers.,4.0,2023-11-11,Family,0.5,3.7,3.9,3.8,4.1,"[""great"", ""perfect"", ""comfortable""]",[],"[""Well-maintained property""]",Short,en
178,116,83,Comfortable rooms and great hospitality. Friendly staff Perfect for business travelers.,4.3,2023-08-15,Solo,0.65,4.6,4.6,4.1,4.2,"[""great"", ""perfect"", ""comfortable""]",[],"[""Friendly staff""]",Short,en
179,226,58,Comfortable rooms and great hospitality. Excellent Indian breakfast Perfect for family travelers.,4.4,2023-11-28,Business,0.7,3.9,4.1,4.4,3.7,"[""great"", ""excellent"", ""perfect"", ""comfortable""]",[],"[""Excellent Indian breakfast""]",Short,en
180,152,4,Great WiFi and excellent service. Staff was very friendly. Friendly staff,4.6,2023-05-05,Solo,0.8,5.0,4.2,4.4,4.7,"[""great"", ""excellent""]",[],"[""Friendly staff""]",Short,en
181,205,149,Perfect location near transport. Food experience was amazing. Highly recommend for solo,4.4,2023-11-18,Family,0.7,4.4,4.8,4.6,4.3,"[""perfect""]",[],"[""Clean and hygienic""]",Short,en
182,134,192,Perfect location near transport. Food experience was amazing. Highly recommend for family,4.9,2023-12-28,Business,0.95,4.4,5.0,4.9,4.5,"[""perfect""]",[],"[""Well-maintained property""]",Short,en
183,365,14,Wonderful stay with excellent amenities. Understanding of Indian culture Will definitely visit again.,4.9,2023-07-03,Business,0.95,4.8,5.0,4.7,4.5,"[""excellent"", ""wonderful""]",[],"[""Understanding of Indian culture""]",Medium,en
184,389,199,Comfortable rooms and great hospitality. Friendly staff Perfect for business travelers.,3.7,2023-04-02,Family,0.35,3.6,3.9,3.5,3.3,"[""great"", ""perfect"", ""comfortable""]",[],"[""Friendly staff""]",Short,en
185,291,8,Comfortable rooms and great hospitality. Staff spoke Hindi Perfect for solo travelers.,4.6,2023-10-16,Business,0.8,4.8,5.0,4.7,4.3,"[""great"", ""perfect"", ""comfortable""]",[],"[""Staff spoke Hindi""]",Short,en
186,80,234,Wonderful stay with excellent amenities. Excellent Indian breakfast Will definitely visit again.,4.8,2023-11-04,Family,0.9,4.9,4.9,5.0,4.7,"[""excellent"", ""wonderful""]",[],"[""Excellent Indian breakfast""]",Short,en
187,226,229,Wonderful stay with excellent amenities. Good value for money Will definitely visit again.,4.4,2023-12-28,Family,0.7,4.6,4.0,4.4,4.3,"[""excellent"", ""wonderful"", ""good""]",[],"[""Good value for money""]",Short,en
188,80,155,Perfect location near transport. Food experience was amazing. Highly recommend for couple,5.0,2023-11-10,Solo,1.0,4.7,5.0,5.0,4.7,"[""perfect""]",[],"[""Great vegetarian options""]",Short,en
189,246,236,Poor maintenance and cleanliness. Not suitable for Indian families Not recommended for solo,3.3,2023-12-04,Solo,0.15,3.1,3.7,3.5,2.9,[],"[""poor""]","[""Not suitable for Indian families""]",Short,en
190,103,165,Comfortable rooms and great hospitality. Good value for money Perfect for couple travelers.,3.5,2023-05-25,Family,0.25,3.8,3.9,3.4,3.5,"[""great"", ""perfect"", ""comfortable"", ""good""]",[],"[""Good value for money""]",Short,en
191,102,196,Perfect location near transport. Food experience was amazing. Highly recommend for business,5.0,2023-05-30,Solo,1.0,4.7,4.6,5.0,4.8,"[""perfect""]",[],"[""Friendly staff""]",Short,en
192,366,19,Great AC and excellent service. Staff was very attentive. Understanding of Indian culture,4.2,2023-04-15,Business,0.6,4.3,4.6,4.2,3.6,"[""great"", ""excellent""]",[],"[""Understanding of Indian culture""]",Short,en
193,307,37,Wonderful stay with excellent amenities. Friendly staff Will definitely visit again.,4.7,2023-05-07,Family,0.85,5.0,5.0,4.9,4.2,"[""excellent"", ""wonderful""]",[],"[""Friendly staff""]",Short,en
194,217,226,Perfect location near transport. Food experience was amazing. Highly recommend for business,4.2,2023-12-15,Solo,0.6,3.8,4.4,4.3,3.7,"[""perfect""]",[],"[""Friendly staff""]",Short,en
195,321,231,Wonderful stay with excellent amenities. Clean and hygienic Will definitely visit again.,3.9,2023-06-08,Solo,0.45,4.2,4.0,4.0,4.2,"[""excellent"", ""wonderful""]",[],"[""Clean and hygienic""]",Short,en
196,130,125,AC was not working. Service issues throughout stay. Not suitable for Indian families,3.3,2023-11-04,Solo,0.15,3.7,2.8,3.5,3.3,[],"[""not working""]","[""Not suitable for Indian families""]",Short,en
197,255,143,Overpriced for the quality. Expected better for this price range. Language barrier,3.1,2023-04-13,Solo,0.05,3.0,2.7,3.3,3.3,[],"[""overpriced""]","[""Language barrier""]",Short,en
198,150,40,Overpriced for the quality. Expected better for this price range. Overpriced for Indian standards,2.7,2023-09-16,Business,-0.15,2.8,2.9,2.8,2.5,[],"[""overpriced""]","[""Overpriced for Indian standards""]",Short,en
199,100,161,Comfortable rooms and great hospitality. Great vegetarian options Perfect for family travelers.,4.1,2023-06-21,Solo,0.55,3.7,4.0,4.2,3.5,"[""great"", ""perfect"", ""comfortable""]",[],"[""Great vegetarian options""]",Short,en
200,226,7,Perfect location near transport. Food experience was amazing. Highly recommend for family,4.4,2023-02-05,Family,0.7,4.8,4.9,4.3,4.3,"[""perfect""]",[],"[""Staff spoke Hindi""]",Short,en
201,326,89,Wonderful stay with excellent amenities. Staff spoke Hindi Will definitely visit again.,3.5,2023-08-21,Business,0.25,3.6,3.7,3.4,3.3,"[""excellent"", ""wonderful""]",[],"[""Staff spoke Hindi""]",Short,en
202,392,141,Great AC and excellent service. Staff was very courteous. Great vegetarian options,4.0,2023-07-29,Business,0.5,4.4,3.8,4.1,3.5,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
203,202,55,Poor maintenance and cleanliness. Staff not helpful Not recommended for solo,3.2,2023-03-14,Solo,0.1,2.8,3.1,3.0,2.8,[],"[""poor""]","[""Staff not helpful""]",Short,en
204,232,167,Comfortable rooms and great hospitality. Excellent Indian breakfast Perfect for family travelers.,4.2,2023-06-03,Family,0.6,4.5,3.8,3.9,3.8,"[""great"", ""excellent"", ""perfect"", ""comfortable""]",[],"[""Excellent Indian breakfast""]",Short,en
205,34,202,Comfortable rooms and great hospitality. Staff spoke Hindi Perfect for solo travelers.,4.5,2023-02-13,Family,0.75,4.7,4.1,4.4,4.2,"[""great"", ""perfect"", ""comfortable""]",[],"[""Staff spoke Hindi""]",Short,en
206,387,25,Perfect location near transport. Food experience was amazing. Highly recommend for couple,4.2,2023-01-21,Family,0.6,4.0,4.6,4.0,3.8,"[""perfect""]",[],"[""Well-maintained property""]",Short,en
207,254,205,Great spa and excellent service. Staff was very attentive. Understanding of Indian culture,3.9,2023-01-09,Solo,0.45,3.9,3.6,3.6,3.4,"[""great"", ""excellent""]",[],"[""Understanding of Indian culture""]",Short,en
208,87,107,Comfortable rooms and great hospitality. Clean and hygienic Perfect for couple travelers.,3.8,2023-07-06,Family,0.4,4.2,3.6,3.8,3.5,"[""great"", ""perfect"", ""comfortable""]",[],"[""Clean and hygienic""]",Short,en
209,144,132,Wonderful stay with excellent amenities. Staff spoke Hindi Will definitely visit again.,4.8,2023-09-24,Family,0.9,4.3,4.4,5.0,4.6,"[""excellent"", ""wonderful""]",[],"[""Staff spoke Hindi""]",Short,en
210,164,126,Overpriced for the quality. Expected better for this price range. Poor hygiene standards,3.3,2023-03-27,Business,0.15,3.6,2.8,3.2,2.7,[],"[""poor"", ""overpriced""]","[""Poor hygiene standards""]",Short,en
211,283,86,restaurant was not working. Service issues throughout stay. Western-only breakfast,2.8,2023-01-17,Solo,-0.1,2.6,2.8,2.6,2.2,[],"[""not working""]","[""Western-only breakfast""]",Short,en
212,68,88,Great gym and excellent service. Staff was very courteous. Comfortable for Indian families,5.0,2023-06-27,Business,1.0,5.0,5.0,5.0,4.9,"[""great"", ""excellent"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Short,en
213,59,230,Great pool and excellent service. Staff was very helpful. Clean and hygienic,3.6,2023-01-12,Solo,0.3,3.6,3.4,3.8,3.8,"[""great"", ""excellent""]",[],"[""Clean and hygienic""]",Short,en
214,39,222,WiFi was not working. Service issues throughout stay. Western-only breakfast,3.2,2023-01-05,Family,0.1,3.6,3.2,3.4,3.4,[],"[""not working""]","[""Western-only breakfast""]",Short,en
215,175,207,Great spa and excellent service. Staff was very courteous. Excellent Indian breakfast,4.1,2023-11-13,Business,0.55,3.7,4.1,4.1,4.3,"[""great"", ""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
216,236,161,Comfortable rooms and great hospitality. Friendly staff Perfect for business travelers.,3.9,2023-11-20,Business,0.45,4.2,4.2,4.1,4.0,"[""great"", ""perfect"", ""comfortable""]",[],"[""Friendly staff""]",Short,en
217,55,171,Perfect location near transport. Food experience was amazing. Highly recommend for business,3.7,2023-11-10,Family,0.35,3.7,3.4,3.7,3.7,"[""perfect""]",[],"[""Comfortable for Indian families""]",Short,en
218,103,36,Overpriced for the quality. Expected better for this price range. Overpriced for Indian standards,3.3,2023-02-11,Solo,0.15,3.6,3.2,3.5,2.7,[],"[""overpriced""]","[""Overpriced for Indian standards""]",Short,en
219,102,250,Great pool and excellent service. Staff was very helpful. Great vegetarian options,4.6,2023-05-15,Business,0.8,4.3,4.9,4.8,4.9,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
220,84,59,Perfect location near transport. Food experience was amazing. Highly recommend for couple,3.5,2023-07-22,Business,0.25,3.8,4.0,3.8,2.9,"[""perfect""]",[],"[""Clean and hygienic""]",Short,en
221,376,89,Perfect location near transport. Food experience was amazing. Highly recommend for couple,4.3,2023-01-31,Business,0.65,4.3,3.9,4.2,3.9,"[""perfect""]",[],"[""Staff spoke Hindi""]",Short,en
222,22,44,gym was not working. Service issues throughout stay. Staff not helpful,3.3,2023-12-20,Business,0.15,2.9,3.0,3.2,3.6,[],"[""not working""]","[""Staff not helpful""]",Short,en
223,237,226,Great pool and excellent service. Staff was very friendly. Great vegetarian options,5.0,2023-06-16,Solo,1.0,4.6,5.0,4.8,5.0,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
224,102,87,Comfortable rooms and great hospitality. Great vegetarian options Perfect for solo travelers.,5.0,2023-01-12,Family,1.0,4.7,4.9,4.9,5.0,"[""great"", ""perfect"", ""comfortable""]",[],"[""Great vegetarian options""]",Short,en
225,282,78,Overpriced for the quality. Expected better for this price range. Western-only breakfast,2.9,2023-05-23,Business,-0.05,3.4,3.2,3.1,2.4,[],"[""overpriced""]","[""Western-only breakfast""]",Short,en
226,314,110,Wonderful stay with excellent amenities. Excellent Indian breakfast Will definitely visit again.,4.9,2023-03-04,Family,0.95,4.5,5.0,4.6,4.4,"[""excellent"", ""wonderful""]",[],"[""Excellent Indian breakfast""]",Short,en
227,175,73,Comfortable rooms and great hospitality. Staff spoke Hindi Perfect for family travelers.,4.8,2023-07-11,Solo,0.9,4.4,4.3,4.8,4.5,"[""great"", ""perfect"", ""comfortable""]",[],"[""Staff spoke Hindi""]",Short,en
228,122,157,Perfect location near transport. Food experience was amazing. Highly recommend for business,3.5,2023-05-08,Family,0.25,3.6,3.8,3.3,3.7,"[""perfect""]",[],"[""Great vegetarian options""]",Short,en
229,237,126,Perfect location near transport. Food experience was amazing. Highly recommend for family,5.0,2023-11-05,Family,1.0,4.9,5.0,4.7,4.6,"[""perfect""]",[],"[""Staff spoke Hindi""]",Short,en
230,35,69,Wonderful stay with excellent amenities. Great vegetarian options Will definitely visit again.,4.2,2023-08-19,Business,0.6,3.9,4.0,4.4,4.5,"[""great"", ""excellent"", ""wonderful""]",[],"[""Great vegetarian options""]",Short,en
231,377,16,Comfortable rooms and great hospitality. Excellent Indian breakfast Perfect for business travelers.,5.0,2023-04-10,Business,1.0,4.7,5.0,5.0,4.5,"[""great"", ""excellent"", ""perfect"", ""comfortable""]",[],"[""Excellent Indian breakfast""]",Short,en
232,128,73,Great pool and excellent service. Staff was very friendly. Excellent Indian breakfast,3.7,2023-07-12,Business,0.35,3.9,3.7,3.4,3.4,"[""great"", ""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
233,6,219,Perfect location near transport. Food experience was amazing. Highly recommend for couple,4.2,2023-06-02,Business,0.6,4.6,4.4,4.1,3.9,"[""perfect""]",[],"[""Staff spoke Hindi""]",Short,en
234,233,156,Comfortable rooms and great hospitality. Staff spoke Hindi Perfect for business travelers.,3.8,2023-05-26,Business,0.4,3.8,3.3,3.7,3.3,"[""great"", ""perfect"", ""comfortable""]",[],"[""Staff spoke Hindi""]",Short,en
235,9,83,Perfect location near transport. Food experience was amazing. Highly recommend for couple,3.5,2023-03-05,Business,0.25,3.9,3.9,3.3,3.2,"[""perfect""]",[],"[""Excellent Indian breakfast""]",Short,en
236,166,166,Comfortable rooms and great hospitality. Great vegetarian options Perfect for family travelers.,4.7,2023-07-22,Solo,0.85,4.4,4.8,4.9,4.1,"[""great"", ""perfect"", ""comfortable""]",[],"[""Great vegetarian options""]",Short,en
237,390,215,Great AC and excellent service. Staff was very friendly. Comfortable for Indian families,4.8,2023-01-18,Family,0.9,5.0,4.7,4.5,4.8,"[""great"", ""excellent"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Short,en
238,35,238,Wonderful stay with excellent amenities. Good value for money Will definitely visit again.,4.0,2023-03-13,Solo,0.5,4.0,3.6,4.0,4.1,"[""excellent"", ""wonderful"", ""good""]",[],"[""Good value for money""]",Short,en
239,366,42,Great AC and excellent service. Staff was very courteous. Understanding of Indian culture,3.8,2023-05-01,Business,0.4,3.9,3.7,3.7,3.2,"[""great"", ""excellent""]",[],"[""Understanding of Indian culture""]",Short,en
240,183,249,Great pool and excellent service. Staff was very attentive. Good value for money,4.5,2023-06-23,Solo,0.75,4.2,4.4,4.7,4.8,"[""great"", ""excellent"", ""good""]",[],"[""Good value for money""]",Short,en
241,286,175,Poor maintenance and cleanliness. No Indian food options Not recommended for solo,3.4,2023-01-13,Business,0.2,3.7,3.8,3.4,3.1,[],"[""poor""]","[""No Indian food options""]",Short,en
242,322,2,Comfortable rooms and great hospitality. Clean and hygienic Perfect for couple travelers.,3.8,2023-11-15,Solo,0.4,3.6,3.6,3.8,3.3,"[""great"", ""perfect"", ""comfortable""]",[],"[""Clean and hygienic""]",Short,en
243,262,96,pool was not working. Service issues throughout stay. Language barrier,3.2,2023-07-18,Business,0.1,3.0,3.5,3.0,2.9,[],"[""not working""]","[""Language barrier""]",Short,en
244,156,210,Great pool and excellent service. Staff was very attentive. Clean and hygienic,4.0,2023-07-04,Family,0.5,3.9,4.5,4.1,4.1,"[""great"", ""excellent""]",[],"[""Clean and hygienic""]",Short,en
245,118,161,Overpriced for the quality. Expected better for this price range. Not suitable for Indian families,3.4,2023-10-18,Business,0.2,3.2,3.8,3.1,2.9,[],"[""overpriced""]","[""Not suitable for Indian families""]",Short,en
246,369,243,Comfortable rooms and great hospitality. Good value for money Perfect for family travelers.,3.8,2023-07-18,Business,0.4,3.4,4.2,3.6,4.1,"[""great"", ""perfect"", ""comfortable"", ""good""]",[],"[""Good value for money""]",Short,en
247,309,101,Comfortable rooms and great hospitality. Understanding of Indian culture Perfect for couple travelers.,4.7,2023-03-26,Business,0.85,5.0,4.2,4.5,4.2,"[""great"", ""perfect"", ""comfortable""]",[],"[""Understanding of Indian culture""]",Medium,en
248,306,144,Great pool and excellent service. Staff was very attentive. Great vegetarian options,3.8,2023-05-27,Business,0.4,3.5,3.6,3.9,3.5,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
249,128,220,Great room service and excellent service. Staff was very attentive. Great vegetarian options,3.9,2023-02-09,Business,0.45,3.5,3.5,4.1,3.2,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
250,82,146,Disappointing experience overall. Western-only breakfast Staff was not cooperative.,3.1,2023-02-19,Solo,0.05,3.3,2.8,3.1,3.2,[],"[""disappointing""]","[""Western-only breakfast""]",Short,en
251,62,9,Comfortable rooms and great hospitality. Great vegetarian options Perfect for couple travelers.,3.6,2023-06-04,Solo,0.3,3.4,4.1,3.9,3.8,"[""great"", ""perfect"", ""comfortable""]",[],"[""Great vegetarian options""]",Short,en
252,105,239,Comfortable rooms and great hospitality. Well-maintained property Perfect for family travelers.,4.3,2023-03-03,Solo,0.65,3.8,3.8,4.4,4.4,"[""great"", ""perfect"", ""comfortable""]",[],"[""Well-maintained property""]",Short,en
253,350,244,Wonderful stay with excellent amenities. Excellent Indian breakfast Will definitely visit again.,4.1,2023-01-16,Business,0.55,4.5,4.3,3.9,3.8,"[""excellent"", ""wonderful""]",[],"[""Excellent Indian breakfast""]",Short,en
254,8,45,Great room service and excellent service. Staff was very attentive. Good value for money,3.9,2023-02-27,Family,0.45,4.1,3.7,3.7,3.8,"[""great"", ""excellent"", ""good""]",[],"[""Good value for money""]",Short,en
255,212,120,Perfect location near transport. Food experience was amazing. Highly recommend for business,4.0,2023-03-31,Family,0.5,3.6,3.7,4.2,3.6,"[""perfect""]",[],"[""Great vegetarian options""]",Short,en
256,23,230,AC was not working. Service issues throughout stay. Staff not helpful,3.1,2023-12-03,Family,0.05,2.9,3.5,3.0,2.8,[],"[""not working""]","[""Staff not helpful""]",Short,en
257,242,117,Perfect location near transport. Food experience was amazing. Highly recommend for family,4.3,2023-10-06,Solo,0.65,4.1,4.4,4.0,3.7,"[""perfect""]",[],"[""Great vegetarian options""]",Short,en
